id,Date,Time,latitude,longitude
90,1/15/2021,0,-6.159481272,106.668282
91,6/22/2021,10,-6.159772525,106.674523
92,11/2/2021,5,-6.159360949,106.6747492
93,3/14/2021,19,-6.159465526,106.6685147
94,4/30/2021,21,-6.159362954,106.6710758
95,6/16/2021,13,-6.159538159,106.6685151
96,7/24/2021,0,-6.159398534,106.675728
97,2/10/2021,15,-6.159542237,106.6701336
98,4/23/2021,21,-6.159303296,106.6771218
99,11/21/2021,7,-6.159747889,106.6765062
100,6/15/2021,18,-6.159146291,106.6755986
101,10/10/2021,21,-6.166903857,106.753468
102,12/27/2021,20,-6.16732617,106.7629175
103,10/23/2021,17,-6.166805214,106.7527409
104,5/26/2021,9,-6.167497082,106.7587507
105,3/28/2021,17,-6.167162293,106.7475717
106,3/18/2021,6,-6.16784844,106.7507878
107,1/21/2021,3,-6.168672083,106.7594287
108,4/18/2021,7,-6.167965326,106.7596578
109,4/23/2021,3,-6.168227839,106.7597669
110,5/19/2021,0,-6.16750853,106.7630722
111,9/13/2021,7,-6.16764457,106.7604043
112,8/27/2021,22,-6.167991407,106.7595406
113,8/1/2021,21,-6.168618458,106.7520956
114,6/28/2021,14,-6.167923083,106.7550537
115,7/24/2021,14,-6.167652163,106.7562079
116,3/23/2021,9,-6.167590912,106.7597158
117,1/13/2021,6,-6.167095207,106.760085
118,8/2/2021,4,-6.16706457,106.759301
119,10/2/2021,17,-6.16669003,106.7540004
120,9/12/2021,4,-6.166811115,106.754021
121,6/10/2021,7,-6.166713399,106.7486894
122,2/27/2021,20,-6.1683065,106.7577948
123,3/9/2021,17,-6.168117934,106.7489621
124,1/12/2021,10,-6.16706894,106.7548693
125,8/11/2021,15,-6.167787125,106.7627773
126,7/13/2021,8,-6.16734228,106.7585798
127,11/14/2021,21,-6.16765461,106.7479144
128,9/12/2021,11,-6.167115267,106.7481891
129,6/6/2021,22,-6.166849031,106.7529615
130,12/15/2021,15,-6.168304126,106.7531797
131,5/1/2021,23,-6.168019058,106.755507
132,4/20/2021,17,-6.167948391,106.7552871
133,2/3/2021,8,-6.168150886,106.7631823
134,5/21/2021,6,-6.166973355,106.7511022
135,10/16/2021,4,-6.167903163,106.7518508
136,4/10/2021,20,-6.166930207,106.7522206
137,10/21/2021,2,-6.167495496,106.7550269
138,8/16/2021,3,-6.168672552,106.7569636
139,8/19/2021,15,-6.166896156,106.7540079
140,3/24/2021,5,-6.167059135,106.752646
141,10/12/2021,15,-6.168381873,106.7572862
142,9/11/2021,16,-6.167280354,106.7548195
143,12/8/2021,1,-6.166995911,106.7483598
144,6/7/2021,21,-6.166698304,106.7477761
145,6/29/2021,15,-6.168414455,106.7608256
146,11/8/2021,4,-6.167321792,106.7529106
147,1/9/2021,22,-6.167660472,106.7614864
148,7/23/2021,22,-6.16691623,106.7475183
149,4/17/2021,0,-6.167905524,106.7629307
150,10/7/2021,20,-6.168168052,106.7477857
151,10/12/2021,9,-6.168379431,106.7524428
152,1/28/2021,18,-6.24390413,106.7757984
153,12/23/2021,11,-6.242336737,106.7766807
154,2/4/2021,22,-6.238655812,106.776505
155,4/12/2021,19,-6.238856986,106.775654
156,11/9/2021,8,-6.244289319,106.7707493
157,7/27/2021,5,-6.240561936,106.771365
158,2/3/2021,3,-6.243402419,106.774589
159,8/23/2021,1,-6.24506821,106.7766196
160,7/12/2021,1,-6.236780289,106.7712125
161,10/29/2021,18,-6.244029121,106.7714723
162,7/12/2021,18,-6.238480004,106.7722229
163,1/15/2021,23,-6.240080825,106.7734292
164,10/29/2021,7,-6.243598841,106.7713299
165,5/13/2021,13,-6.236757171,106.7735428
166,6/12/2021,2,-6.23956697,106.774669
167,11/24/2021,18,-6.244600221,106.7754088
168,8/13/2021,5,-6.237917878,106.771964
169,7/26/2021,3,-6.237970332,106.7756007
170,7/25/2021,11,-6.244786924,106.7714387
171,4/22/2021,3,-6.241187935,106.7735276
172,3/20/2021,2,-6.239664322,106.7742118
173,11/16/2021,3,-6.238064872,106.7734457
174,2/22/2021,13,-6.237276515,106.7735047
175,10/22/2021,2,-6.236942794,106.7719686
176,1/20/2021,2,-6.241853361,106.7708729
177,11/16/2021,4,-6.237403998,106.7746759
178,4/12/2021,19,-6.236627646,106.7714764
179,7/23/2021,12,-6.24045608,106.7722021
180,4/30/2021,8,-6.237619857,106.7713359
181,5/12/2021,0,-6.239072657,106.77346
182,5/20/2021,0,-6.239204318,106.7742905
183,4/15/2021,11,-6.242321156,106.7763161
184,11/7/2021,12,-6.238064782,106.776019
185,5/10/2021,19,-6.236614331,106.7760241
186,11/12/2021,0,-6.242538199,106.7757726
187,3/27/2021,7,-6.238852528,106.7719092
188,12/24/2021,22,-6.243415061,106.7735768
189,12/19/2021,0,-6.242948207,106.7723732
190,3/4/2021,8,-6.244407997,106.77178
191,9/14/2021,18,-6.242743449,106.7765642
192,6/3/2021,21,-6.244635289,106.7730112
193,8/31/2021,13,-6.238020681,106.7744217
194,5/9/2021,13,-6.244244457,106.7732846
195,9/19/2021,8,-6.236915356,106.7727949
196,8/28/2021,15,-6.244611204,106.7707652
197,2/22/2021,22,-6.243071884,106.7722581
198,2/15/2021,1,-6.241955385,106.7736663
199,11/3/2021,4,-6.240839792,106.7741732
200,9/3/2021,0,-6.245106295,106.7741661
201,8/10/2021,5,-6.24310075,106.7737278
202,6/2/2021,7,-6.237256515,106.7748763
203,1/14/2021,6,-6.223171562,106.81761
204,5/26/2021,0,-6.232051495,106.8187679
205,12/29/2021,2,-6.226558881,106.8208384
206,4/26/2021,7,-6.231967337,106.8168477
207,5/25/2021,0,-6.229369693,106.8160769
208,2/9/2021,2,-6.234278147,106.8164266
209,1/25/2021,19,-6.22208828,106.8196475
210,5/24/2021,21,-6.230206413,106.8210306
211,7/13/2021,23,-6.23831394,106.8161705
212,11/1/2021,22,-6.23247232,106.8194391
213,12/22/2021,17,-6.231180062,106.8208936
214,4/14/2021,19,-6.23014191,106.8173657
215,12/7/2021,17,-6.237915857,106.8154934
216,6/29/2021,10,-6.222611342,106.8175707
217,8/6/2021,17,-6.230326787,106.8178685
218,11/19/2021,13,-6.236107573,106.8167106
219,4/23/2021,19,-6.238915762,106.8214343
220,2/21/2021,2,-6.222482405,106.8218687
221,7/8/2021,22,-6.237770428,106.8165106
222,11/14/2021,20,-6.238507979,106.8147072
223,10/13/2021,1,-6.226200137,106.8163931
224,5/15/2021,13,-6.233713854,106.8163993
225,5/31/2021,22,-6.232605474,106.8177182
226,8/6/2021,17,-6.230214004,106.8196252
227,3/18/2021,10,-6.227924481,106.8181833
228,5/15/2021,2,-6.230832407,106.8170502
229,1/27/2021,7,-6.223195827,106.8213004
230,8/7/2021,18,-6.233658881,106.8190985
231,7/31/2021,2,-6.223078856,106.8207394
232,11/12/2021,22,-6.223640611,106.8217839
233,8/25/2021,6,-6.223604768,106.8210962
234,3/14/2021,11,-6.23068667,106.8205903
235,8/17/2021,22,-6.23189605,106.8155743
236,1/1/2021,20,-6.232260433,106.8174575
237,4/14/2021,12,-6.234409809,106.8154911
238,9/23/2021,22,-6.229906194,106.814807
239,3/2/2021,8,-6.222103167,106.8147794
240,9/3/2021,23,-6.238617947,106.8179982
241,3/13/2021,23,-6.23557227,106.818881
242,8/11/2021,18,-6.232017717,106.8219717
243,1/9/2021,23,-6.234875659,106.8159258
244,6/8/2021,11,-6.232699141,106.8196962
245,9/9/2021,21,-6.223359897,106.8214131
246,2/9/2021,5,-6.235042908,106.8194647
247,11/2/2021,9,-6.231603174,106.8212257
248,4/21/2021,22,-6.234782972,106.8164929
249,7/27/2021,6,-6.226796168,106.8189452
250,8/26/2021,6,-6.224556824,106.819558
251,1/9/2021,13,-6.233017239,106.8167965
252,5/12/2021,0,-6.236940973,106.8162724
253,4/29/2021,17,-6.232750331,106.8174302
254,10/6/2021,22,-6.288945908,106.8461413
255,9/1/2021,8,-6.288982549,106.8236633
256,7/5/2021,20,-6.287189281,106.8475232
257,9/24/2021,20,-6.291407073,106.8472866
258,5/30/2021,2,-6.287019405,106.8213108
259,1/29/2021,14,-6.290662844,106.8404208
260,5/13/2021,5,-6.287932734,106.8292831
261,3/4/2021,21,-6.288557762,106.8399905
262,12/22/2021,19,-6.28764045,106.8213497
263,4/28/2021,23,-6.287532808,106.8440263
264,1/15/2021,18,-6.288212491,106.8417354
265,1/14/2021,9,-6.29009685,106.8325569
266,1/22/2021,17,-6.287757927,106.845186
267,11/16/2021,13,-6.290106214,106.8227074
268,1/8/2021,17,-6.287785942,106.8413888
269,12/17/2021,18,-6.287832474,106.8341994
270,2/1/2021,13,-6.290754722,106.8382302
271,3/27/2021,3,-6.288775052,106.8241286
272,3/24/2021,1,-6.288104753,106.8438381
273,8/15/2021,0,-6.28889293,106.83217
274,12/18/2021,0,-6.288197104,106.8376306
275,12/13/2021,7,-6.289759389,106.846832
276,12/26/2021,6,-6.288381174,106.8399842
277,2/4/2021,9,-6.290874893,106.827566
278,9/9/2021,22,-6.287553481,106.8485754
279,3/23/2021,15,-6.286833094,106.8254123
280,8/23/2021,21,-6.288470045,106.8352373
281,8/3/2021,19,-6.290075782,106.838154
282,8/22/2021,13,-6.291089931,106.8374679
283,12/11/2021,20,-6.29079749,106.8338884
284,11/2/2021,11,-6.287729677,106.8371516
285,1/27/2021,0,-6.289082806,106.8452917
286,1/2/2021,7,-6.287731873,106.8280836
287,5/14/2021,3,-6.288868286,106.8264202
288,9/4/2021,19,-6.287716654,106.8356818
289,8/2/2021,3,-6.289906761,106.8487036
290,6/17/2021,9,-6.290190747,106.8310015
291,7/26/2021,22,-6.286782975,106.826276
292,8/17/2021,21,-6.290315751,106.82839
293,9/19/2021,16,-6.289658463,106.8492418
294,9/19/2021,18,-6.287389629,106.8400846
295,11/23/2021,0,-6.287856198,106.827727
296,8/27/2021,18,-6.28887172,106.8428684
297,6/24/2021,3,-6.289367537,106.824103
298,1/19/2021,11,-6.287721416,106.8230864
299,2/19/2021,4,-6.289502174,106.8284504
300,3/13/2021,16,-6.290947778,106.8465621
301,2/28/2021,3,-6.291480672,106.823136
302,4/1/2021,7,-6.28977517,106.8390347
303,7/14/2021,11,-6.289838741,106.8261811
304,2/1/2021,13,-6.286916307,106.8279647
305,2/5/2021,20,-6.236748292,106.7747609
306,3/11/2021,17,-6.237796906,106.7746523
307,10/5/2021,16,-6.245064734,106.7750582
308,7/6/2021,9,-6.236643071,106.7754326
309,6/23/2021,0,-6.243024319,106.7714498
310,9/6/2021,2,-6.240962711,106.771433
311,5/29/2021,18,-6.237225946,106.7728212
312,3/7/2021,3,-6.237756214,106.771817
313,8/3/2021,17,-6.241495139,106.7725655
314,4/27/2021,16,-6.243946379,106.7767744
315,11/1/2021,23,-6.236445533,106.7750303
316,1/22/2021,10,-6.244270793,106.7753354
317,12/23/2021,12,-6.244506588,106.7718817
318,12/20/2021,18,-6.238648676,106.7732987
319,12/13/2021,16,-6.243648719,106.7763051
320,11/8/2021,2,-6.243552508,106.7756607
321,10/24/2021,10,-6.242028572,106.771681
322,7/1/2021,2,-6.244998842,106.7769036
323,8/14/2021,22,-6.242958978,106.7718394
324,9/26/2021,5,-6.244854189,106.7741494
325,1/28/2021,8,-6.244784296,106.772489
326,3/31/2021,1,-6.237654448,106.7751203
327,5/17/2021,19,-6.239480849,106.773972
328,8/12/2021,1,-6.241303073,106.7744393
329,5/24/2021,10,-6.24510476,106.7717015
330,12/22/2021,2,-6.241654491,106.7722409
331,6/5/2021,21,-6.238147312,106.7750247
332,7/17/2021,5,-6.239284193,106.7762002
333,1/20/2021,21,-6.237469276,106.7723919
334,9/10/2021,21,-6.238255984,106.776515
335,11/19/2021,11,-6.244670003,106.7749402
336,7/22/2021,10,-6.24278179,106.772272
337,6/30/2021,1,-6.238768682,106.7761098
338,3/28/2021,4,-6.237895229,106.7748514
339,1/2/2021,17,-6.243118894,106.7709188
340,9/24/2021,12,-6.241102765,106.7735131
341,9/26/2021,6,-6.240671184,106.7731243
342,5/3/2021,23,-6.242901882,106.7733877
343,10/4/2021,21,-6.241608138,106.771317
344,11/25/2021,22,-6.241990079,106.7738851
345,8/14/2021,13,-6.242637683,106.773807
346,2/22/2021,6,-6.239150454,106.7757773
347,6/11/2021,11,-6.240532782,106.7761728
348,8/10/2021,12,-6.241209923,106.7762764
349,10/18/2021,0,-6.239493756,106.7722484
350,12/30/2021,17,-6.23822972,106.77239
351,6/24/2021,15,-6.241304036,106.773534
352,12/8/2021,0,-6.239368911,106.7767594
353,7/11/2021,5,-6.240647929,106.7762953
354,6/18/2021,20,-6.23823574,106.7765055
355,11/5/2021,14,-6.243467971,106.7734785
356,10/26/2021,9,-6.234841944,106.8209744
357,5/13/2021,21,-6.226195072,106.8171014
358,1/16/2021,7,-6.231515624,106.8166945
359,3/16/2021,0,-6.237520147,106.815367
360,12/24/2021,17,-6.223091418,106.8199636
361,9/25/2021,21,-6.23667486,106.8178293
362,5/20/2021,23,-6.238358044,106.8168994
363,9/23/2021,12,-6.233900102,106.8159869
364,9/20/2021,19,-6.232595625,106.8166271
365,2/18/2021,3,-6.238183983,106.8182612
366,6/28/2021,11,-6.236256817,106.8197105
367,10/12/2021,2,-6.228766594,106.8170578
368,11/17/2021,16,-6.231051243,106.8163001
369,5/2/2021,11,-6.236134245,106.8208742
370,3/30/2021,9,-6.22603626,106.8153308
371,3/25/2021,16,-6.223152038,106.8180978
372,11/16/2021,2,-6.232320953,106.8159149
373,7/25/2021,6,-6.233754422,106.8188833
374,9/30/2021,20,-6.233187049,106.8154128
375,12/20/2021,2,-6.229249531,106.8186198
376,10/26/2021,21,-6.236294231,106.8184447
377,4/20/2021,1,-6.22198516,106.8171908
378,12/10/2021,5,-6.233186726,106.8149141
379,7/24/2021,10,-6.229138812,106.8157916
380,8/21/2021,8,-6.232271736,106.8176549
381,5/4/2021,7,-6.23687715,106.8218514
382,9/21/2021,23,-6.236765661,106.8198487
383,8/26/2021,6,-6.234103146,106.8198742
384,4/6/2021,7,-6.225555608,106.8209383
385,11/10/2021,15,-6.226031827,106.8158841
386,5/23/2021,1,-6.232690703,106.8173801
387,12/18/2021,14,-6.233589382,106.8169314
388,7/1/2021,4,-6.227493899,106.8162723
389,7/7/2021,22,-6.224697819,106.8169575
390,3/1/2021,9,-6.236730252,106.8173452
391,6/10/2021,8,-6.225111803,106.8152253
392,10/31/2021,11,-6.232824057,106.8176407
393,12/20/2021,6,-6.225356174,106.821299
394,8/31/2021,20,-6.236672022,106.8219926
395,4/4/2021,13,-6.224779803,106.8184381
396,7/17/2021,8,-6.236572625,106.815305
397,7/6/2021,11,-6.230342377,106.8217308
398,2/26/2021,11,-6.237006722,106.8198241
399,3/8/2021,6,-6.232968086,106.8161273
400,12/18/2021,13,-6.223402839,106.8211254
401,4/19/2021,7,-6.236574902,106.8201479
402,9/24/2021,12,-6.22517546,106.8193202
403,10/23/2021,17,-6.238168958,106.8199046
404,1/22/2021,5,-6.237218058,106.8180358
405,12/25/2021,10,-6.229469579,106.8172938
406,4/1/2021,9,-6.227589571,106.8168363
407,7/21/2021,18,-6.290333538,106.8326885
408,4/5/2021,3,-6.289778673,106.8324014
409,1/24/2021,9,-6.287188326,106.8249485
410,5/14/2021,0,-6.290998557,106.8350359
411,4/21/2021,9,-6.289233415,106.8250933
412,7/2/2021,22,-6.290665121,106.8260362
413,6/4/2021,13,-6.290690765,106.8369615
414,12/14/2021,8,-6.291188072,106.82911
415,11/15/2021,23,-6.286925227,106.8358545
416,1/12/2021,8,-6.287264902,106.8367579
417,2/9/2021,5,-6.288544172,106.8285021
418,10/17/2021,12,-6.28873806,106.8266281
419,1/29/2021,20,-6.291169892,106.8422265
420,2/3/2021,9,-6.288428962,106.847978
421,8/12/2021,21,-6.287305535,106.8261146
422,1/4/2021,10,-6.287577804,106.8406949
423,11/22/2021,15,-6.29054696,106.8376142
424,7/6/2021,13,-6.287541888,106.8243096
425,4/26/2021,22,-6.289348573,106.8352786
426,10/23/2021,15,-6.291025606,106.8255545
427,2/19/2021,10,-6.290417943,106.8466157
428,2/27/2021,15,-6.287622493,106.8419028
429,11/8/2021,22,-6.288927901,106.8362163
430,10/31/2021,11,-6.287874724,106.8461142
431,8/13/2021,22,-6.289547411,106.8325811
432,1/30/2021,21,-6.287184917,106.8251391
433,12/26/2021,3,-6.289571948,106.8256005
434,3/21/2021,4,-6.287630036,106.8209257
435,10/7/2021,15,-6.290904335,106.8396449
436,6/10/2021,19,-6.288351364,106.8393862
437,11/14/2021,0,-6.288275983,106.8248348
438,2/25/2021,4,-6.290512369,106.8379924
439,5/30/2021,0,-6.291179357,106.8208511
440,1/11/2021,18,-6.290260616,106.8484513
441,2/10/2021,18,-6.289115026,106.8320268
442,2/5/2021,14,-6.291102651,106.8442497
443,1/7/2021,3,-6.289484205,106.8388948
444,10/17/2021,13,-6.288566961,106.8448969
445,11/7/2021,11,-6.286918273,106.8478243
446,12/15/2021,20,-6.290795421,106.8253272
447,6/9/2021,0,-6.29114226,106.8420161
448,1/27/2021,21,-6.291251463,106.8460176
449,5/29/2021,4,-6.287746289,106.8240749
450,5/30/2021,6,-6.289486299,106.8421193
451,12/11/2021,21,-6.291401644,106.8244369
452,10/3/2021,9,-6.28880434,106.8382827
453,11/16/2021,0,-6.289368252,106.8424169
454,5/30/2021,19,-6.289599976,106.833894
455,6/9/2021,15,-6.291291628,106.8489487
456,12/18/2021,14,-6.288947919,106.8453858
457,8/6/2021,14,-6.289554504,106.8387291
458,8/13/2021,5,-6.203540569,106.9316793
459,7/16/2021,15,-6.205637458,106.9336078
460,11/16/2021,12,-6.207747459,106.9341671
461,12/28/2021,2,-6.203726892,106.9336037
462,8/7/2021,12,-6.207548904,106.9333154
463,12/15/2021,11,-6.205716708,106.9321656
464,9/8/2021,4,-6.205964636,106.9354482
465,8/16/2021,6,-6.208620502,106.9315406
466,3/4/2021,6,-6.206118579,106.9316298
467,11/16/2021,15,-6.207203263,106.9326567
468,5/1/2021,16,-6.205614384,106.9335206
469,7/15/2021,6,-6.207998002,106.9315435
470,11/18/2021,11,-6.20551849,106.9314485
471,2/7/2021,15,-6.204544531,106.9353313
472,11/9/2021,12,-6.205946272,106.9330549
473,2/10/2021,3,-6.208961441,106.9322981
474,4/28/2021,2,-6.207975621,106.9335742
475,9/17/2021,17,-6.20555629,106.9315225
476,12/27/2021,20,-6.208527372,106.9335347
477,11/11/2021,10,-6.207176063,106.9318775
478,6/18/2021,17,-6.207744086,106.9322162
479,11/17/2021,17,-6.20772178,106.9318236
480,2/5/2021,18,-6.203550351,106.933639
481,5/14/2021,22,-6.203561849,106.9342973
482,6/28/2021,10,-6.208660902,106.934688
483,12/10/2021,3,-6.204861481,106.9328884
484,11/13/2021,17,-6.2054349,106.9314381
485,6/28/2021,6,-6.206280627,106.9334004
486,1/8/2021,23,-6.208646823,106.934486
487,5/12/2021,14,-6.206821837,106.9322776
488,9/8/2021,14,-6.207317051,106.933982
489,3/16/2021,8,-6.207294658,106.9326316
490,7/31/2021,16,-6.208973858,106.9315834
491,5/2/2021,14,-6.205841643,106.9333309
492,6/11/2021,18,-6.204559332,106.9324308
493,5/11/2021,18,-6.205268746,106.9316924
494,10/8/2021,4,-6.203808392,106.9350465
495,1/5/2021,10,-6.204587943,106.9321988
496,1/15/2021,9,-6.209141439,106.9345632
497,12/22/2021,22,-6.204182821,106.9330931
498,9/6/2021,17,-6.205037493,106.9335119
499,5/6/2021,22,-6.207375026,106.9352706
500,7/8/2021,19,-6.20550706,106.931727
501,2/21/2021,6,-6.208705041,106.9346135
502,3/6/2021,8,-6.206028851,106.9335178
503,9/28/2021,7,-6.208445913,106.9324411
504,8/31/2021,19,-6.209620657,106.9343985
505,5/15/2021,5,-6.207309466,106.9353314
506,9/9/2021,20,-6.206191497,106.934002
507,2/21/2021,9,-6.208966982,106.9336174
508,12/7/2021,1,-6.206581123,106.9335969
509,9/1/2021,20,-6.188574844,106.8969956
510,2/4/2021,15,-6.19546214,106.8963673
511,4/30/2021,20,-6.192160507,106.8990236
512,11/11/2021,5,-6.193219708,106.8956121
513,5/20/2021,12,-6.189808772,106.8987256
514,2/19/2021,14,-6.188031253,106.8956994
515,7/28/2021,0,-6.193168051,106.8977023
516,10/12/2021,15,-6.188091876,106.8987842
517,8/1/2021,6,-6.195106049,106.8984003
518,12/18/2021,11,-6.187496895,106.8970372
519,11/28/2021,9,-6.190929391,106.8947388
520,2/18/2021,8,-6.18733726,106.8974799
521,11/17/2021,22,-6.186617355,106.8980363
522,5/8/2021,0,-6.190280268,106.8966078
523,10/18/2021,1,-6.187761733,106.8975096
524,10/22/2021,1,-6.186899525,106.8964106
525,9/8/2021,6,-6.195332209,106.8979715
526,9/28/2021,4,-6.186466744,106.894954
527,9/21/2021,20,-6.195933309,106.8962803
528,10/15/2021,1,-6.192326915,106.8975877
529,11/9/2021,16,-6.190487415,106.8968481
530,3/19/2021,8,-6.18650634,106.8988116
531,2/23/2021,3,-6.187017624,106.8983764
532,6/29/2021,8,-6.193298599,106.8958107
533,2/21/2021,6,-6.192922991,106.8967816
534,11/8/2021,7,-6.190517185,106.8986754
535,11/7/2021,6,-6.186800126,106.898632
536,8/15/2021,12,-6.1931972,106.8958038
537,3/6/2021,11,-6.193157087,106.8989884
538,5/31/2021,16,-6.189129648,106.8960343
539,7/24/2021,7,-6.194557045,106.8946802
540,9/8/2021,18,-6.1915875,106.8954351
541,11/4/2021,7,-6.194530976,106.8990185
542,8/24/2021,17,-6.187313719,106.8983373
543,12/23/2021,1,-6.186516499,106.8986109
544,6/1/2021,17,-6.190187507,106.897516
545,11/25/2021,11,-6.192033663,106.8967826
546,2/25/2021,13,-6.186834784,106.8974859
547,6/11/2021,2,-6.191480744,106.8983071
548,12/20/2021,22,-6.18940637,106.8967228
549,4/21/2021,7,-6.187628643,106.8963473
550,7/4/2021,18,-6.193590097,106.8974016
551,4/23/2021,6,-6.189125304,106.894929
552,5/4/2021,22,-6.189037235,106.8980582
553,11/30/2021,0,-6.191448566,106.8957936
554,9/25/2021,11,-6.189751167,106.8945794
555,3/16/2021,21,-6.190621448,106.898472
556,4/10/2021,17,-6.193401244,106.8953343
557,8/7/2021,9,-6.194301493,106.8980453
558,11/20/2021,7,-6.192509675,106.89816
559,1/5/2021,1,-6.195795958,106.8985176
560,5/31/2021,7,-6.239527505,106.9167154
561,1/4/2021,18,-6.239929941,106.9101171
562,8/31/2021,15,-6.239712486,106.9111972
563,7/20/2021,0,-6.240629431,106.9084326
564,1/4/2021,1,-6.23927919,106.9148348
565,11/23/2021,18,-6.23851849,106.9150796
566,1/23/2021,4,-6.240109283,106.9145781
567,7/11/2021,3,-6.239987095,106.9119688
568,3/5/2021,4,-6.23951494,106.9167694
569,6/22/2021,4,-6.239611769,106.9124147
570,7/13/2021,17,-6.239953386,106.9174487
571,3/21/2021,4,-6.238340091,106.9150099
572,9/26/2021,18,-6.240428745,106.9083177
573,8/14/2021,10,-6.239334868,106.9147168
574,9/12/2021,19,-6.239920949,106.9073611
575,8/31/2021,2,-6.239274585,106.9079959
576,2/7/2021,13,-6.240452366,106.9106851
577,8/22/2021,22,-6.240132224,106.9091685
578,9/7/2021,22,-6.238410191,106.917399
579,4/2/2021,2,-6.238487169,106.9123648
580,2/16/2021,10,-6.239044107,106.9087844
581,5/31/2021,4,-6.239543205,106.9114425
582,2/22/2021,1,-6.239345855,106.9110386
583,6/5/2021,15,-6.240991235,106.9115019
584,8/24/2021,6,-6.240041037,106.911217
585,7/21/2021,14,-6.239904792,106.9126789
