id,date,time,latitude,longitude,districts,subdistrict,type
41,4/16/2021,9,-6.154029017,106.723762,Jakarta_Barat,Cengkareng,Weighted Theft
42,8/2/2021,16,-6.155975082,106.7236518,Jakarta_Barat,Cengkareng,Violent Theft
43,5/7/2021,9,-6.156417855,106.7240272,Jakarta_Barat,Cengkareng,Fraud
44,5/26/2021,14,-6.153786943,106.7234082,Jakarta_Barat,Cengkareng,Fraud
45,8/20/2021,17,-6.154637727,106.7226153,Jakarta_Barat,Cengkareng,Severe Persecution
46,11/4/2021,23,-6.155655018,106.7227334,Jakarta_Barat,Cengkareng,Violent Theft
47,2/3/2021,5,-6.153439293,106.7225458,Jakarta_Barat,Cengkareng,Drugs
48,1/15/2021,12,-6.15463774,106.7226353,Jakarta_Barat,Cengkareng,Drugs
49,6/5/2021,20,-6.154323706,106.7223196,Jakarta_Barat,Cengkareng,Weighted Theft
50,3/9/2021,14,-6.155487886,106.7228101,Jakarta_Barat,Cengkareng,Drugs
51,9/14/2021,8,-6.15388139,106.7240778,Jakarta_Barat,Cengkareng,Fraud
52,10/14/2021,9,-6.155169802,106.7239359,Jakarta_Barat,Cengkareng,Drugs
53,10/6/2021,11,-6.155569697,106.7241881,Jakarta_Barat,Cengkareng,Fraud
54,6/1/2021,14,-6.15589583,106.7225387,Jakarta_Barat,Cengkareng,Fraud
55,7/9/2021,2,-6.153904848,106.7234722,Jakarta_Barat,Cengkareng,Drugs
56,10/9/2021,0,-6.153531885,106.7241889,Jakarta_Barat,Cengkareng,Fraud
57,8/10/2021,6,-6.156273197,106.7240336,Jakarta_Barat,Cengkareng,Drugs
58,12/17/2021,4,-6.153235546,106.7225614,Jakarta_Barat,Cengkareng,Drugs
59,2/8/2021,13,-6.182890844,106.7175813,Jakarta_Barat,Cengkareng,Severe Persecution
60,2/8/2021,6,-6.181455302,106.7180283,Jakarta_Barat,Cengkareng,Weighted Theft
61,9/24/2021,21,-6.182744465,106.7176111,Jakarta_Barat,Cengkareng,Drugs
62,2/5/2021,0,-6.183281384,106.7180134,Jakarta_Barat,Cengkareng,Vehicle Theft
63,11/6/2021,13,-6.182269883,106.7173985,Jakarta_Barat,Cengkareng,Drugs
64,8/19/2021,21,-6.182828796,106.7184105,Jakarta_Barat,Cengkareng,Weighted Theft
65,4/20/2021,21,-6.183272348,106.7179451,Jakarta_Barat,Cengkareng,Drugs
66,11/17/2021,20,-6.182227344,106.7179855,Jakarta_Barat,Cengkareng,Drugs
67,9/4/2021,22,-6.181756651,106.7186211,Jakarta_Barat,Cengkareng,Drugs
68,8/26/2021,9,-6.181315266,106.7181975,Jakarta_Barat,Cengkareng,Drugs
69,12/23/2021,21,-6.182713656,106.717802,Jakarta_Barat,Cengkareng,Drugs
70,8/19/2021,4,-6.181533337,106.7177333,Jakarta_Barat,Cengkareng,Weighted Theft
71,5/6/2021,20,-6.181961553,106.7186566,Jakarta_Barat,Cengkareng,Fraud
72,5/20/2021,14,-6.181774331,106.7179738,Jakarta_Barat,Cengkareng,Weighted Theft
73,2/26/2021,14,-6.183475633,106.7183163,Jakarta_Barat,Cengkareng,Drugs
74,9/6/2021,11,-6.18349146,106.7176948,Jakarta_Barat,Cengkareng,Weighted Theft
75,12/7/2021,1,-6.181256718,106.7174018,Jakarta_Barat,Cengkareng,Violent Theft
76,12/11/2021,22,-6.182393268,106.7181148,Jakarta_Barat,Cengkareng,Fraud
77,10/10/2021,10,-6.182067019,106.7181779,Jakarta_Barat,Cengkareng,Severe Persecution
78,8/18/2021,6,-6.181512319,106.7184756,Jakarta_Barat,Cengkareng,Drugs
79,8/12/2021,3,-6.18347737,106.7183983,Jakarta_Barat,Cengkareng,Weighted Theft
80,1/25/2021,1,-6.183158581,106.7177878,Jakarta_Barat,Cengkareng,Ordinary Theft
81,12/21/2021,12,-6.182407608,106.7182358,Jakarta_Barat,Cengkareng,Ordinary Theft
82,10/26/2021,0,-6.183487928,106.718693,Jakarta_Barat,Cengkareng,Severe Persecution
83,9/9/2021,12,-6.182084196,106.7182126,Jakarta_Barat,Cengkareng,Ordinary Theft
84,2/9/2021,20,-6.183158458,106.7174158,Jakarta_Barat,Cengkareng,Fraud
85,2/14/2021,10,-6.182077947,106.7180139,Jakarta_Barat,Cengkareng,Severe Persecution
86,5/7/2021,6,-6.182923118,106.7181343,Jakarta_Barat,Cengkareng,Weighted Theft
87,11/4/2021,10,-6.183187775,106.718339,Jakarta_Barat,Cengkareng,Drugs
88,10/20/2021,10,-6.183163271,106.7184194,Jakarta_Barat,Cengkareng,Drugs
89,12/1/2021,5,-6.183370471,106.7184438,Jakarta_Barat,Cengkareng,Drugs
90,9/6/2021,5,-6.183495112,106.718103,Jakarta_Barat,Cengkareng,Weighted Theft
91,6/30/2021,14,-6.181803227,106.7173976,Jakarta_Barat,Cengkareng,Fraud
92,1/6/2021,10,-6.182778191,106.7183736,Jakarta_Barat,Cengkareng,Severe Persecution
93,9/16/2021,10,-6.18387543,106.7174631,Jakarta_Barat,Cengkareng,Drugs
94,8/4/2021,17,-6.182006562,106.7185969,Jakarta_Barat,Cengkareng,Drugs
95,12/10/2021,9,-6.181254933,106.7174495,Jakarta_Barat,Cengkareng,Drugs
96,2/23/2021,9,-6.183118261,106.718209,Jakarta_Barat,Cengkareng,Violent Theft
97,2/13/2021,0,-6.183506406,106.7185577,Jakarta_Barat,Cengkareng,Severe Persecution
98,2/9/2021,5,-6.182441477,106.7176104,Jakarta_Barat,Cengkareng,Drugs
99,9/16/2021,23,-6.16269514,106.7369333,Jakarta_Barat,Cengkareng,Weighted Theft
100,8/3/2021,8,-6.162382869,106.738769,Jakarta_Barat,Cengkareng,Drugs
101,8/28/2021,3,-6.163215486,106.7381205,Jakarta_Barat,Cengkareng,Drugs
102,5/22/2021,8,-6.16246233,106.7377719,Jakarta_Barat,Cengkareng,Fraud
103,12/28/2021,17,-6.162220265,106.7403507,Jakarta_Barat,Cengkareng,Ordinary Theft
104,1/20/2021,11,-6.162787196,106.7380229,Jakarta_Barat,Cengkareng,Ordinary Theft
105,7/16/2021,1,-6.162655543,106.7373765,Jakarta_Barat,Cengkareng,Weighted Theft
106,6/26/2021,11,-6.162332616,106.7407003,Jakarta_Barat,Cengkareng,Vehicle Theft
107,2/12/2021,16,-6.163112085,106.7384188,Jakarta_Barat,Cengkareng,Drugs
108,2/12/2021,10,-6.162953662,106.7381967,Jakarta_Barat,Cengkareng,Drugs
109,8/1/2021,10,-6.162844448,106.740057,Jakarta_Barat,Cengkareng,Ordinary Theft
110,5/6/2021,6,-6.162772224,106.7409614,Jakarta_Barat,Cengkareng,Drugs
111,6/3/2021,22,-6.162872105,106.7410004,Jakarta_Barat,Cengkareng,Severe Persecution
112,12/3/2021,22,-6.162497745,106.740288,Jakarta_Barat,Cengkareng,Drugs
113,11/27/2021,6,-6.162775128,106.7376253,Jakarta_Barat,Cengkareng,Violent Theft
114,1/1/2021,23,-6.162717258,106.737609,Jakarta_Barat,Cengkareng,Fraud
115,6/10/2021,1,-6.16231448,106.7398778,Jakarta_Barat,Cengkareng,Drugs
116,11/14/2021,17,-6.162303408,106.7408256,Jakarta_Barat,Cengkareng,Drugs
117,1/13/2021,8,-6.162984798,106.7378981,Jakarta_Barat,Cengkareng,Drugs
118,9/1/2021,12,-6.162554452,106.7410589,Jakarta_Barat,Cengkareng,Violent Theft
119,11/14/2021,2,-6.162531764,106.7389206,Jakarta_Barat,Cengkareng,Fraud
120,3/12/2021,10,-6.162364268,106.7378845,Jakarta_Barat,Cengkareng,Fraud
121,6/21/2021,0,-6.162793097,106.7408487,Jakarta_Barat,Cengkareng,Drugs
122,10/12/2021,1,-6.16224648,106.7376258,Jakarta_Barat,Cengkareng,Drugs
123,4/1/2021,14,-6.163085634,106.7411216,Jakarta_Barat,Cengkareng,Fraud
124,2/20/2021,1,-6.163074069,106.7388911,Jakarta_Barat,Cengkareng,Drugs
125,11/23/2021,0,-6.163237049,106.7387048,Jakarta_Barat,Cengkareng,Violent Theft
126,5/15/2021,3,-6.162762055,106.7381661,Jakarta_Barat,Cengkareng,Drugs
127,1/21/2021,22,-6.162783335,106.73746,Jakarta_Barat,Cengkareng,Ordinary Theft
128,8/20/2021,0,-6.162755199,106.7380997,Jakarta_Barat,Cengkareng,Drugs
129,8/13/2021,3,-6.162708888,106.7381502,Jakarta_Barat,Cengkareng,Severe Persecution
130,1/15/2021,15,-6.162275488,106.7399081,Jakarta_Barat,Cengkareng,Drugs
131,11/24/2021,0,-6.162381426,106.7408889,Jakarta_Barat,Cengkareng,Fraud
132,5/26/2021,18,-6.163075273,106.7415198,Jakarta_Barat,Cengkareng,Fraud
133,10/9/2021,9,-6.163318212,106.7379766,Jakarta_Barat,Cengkareng,Violent Theft
134,6/30/2021,5,-6.162285496,106.7415445,Jakarta_Barat,Cengkareng,Vehicle Theft
135,6/8/2021,12,-6.162726376,106.7368322,Jakarta_Barat,Cengkareng,Drugs
136,11/29/2021,11,-6.162494642,106.7372433,Jakarta_Barat,Cengkareng,Vehicle Theft
137,10/2/2021,7,-6.163201949,106.7411141,Jakarta_Barat,Cengkareng,Severe Persecution
138,5/20/2021,7,-6.162703868,106.7398643,Jakarta_Barat,Cengkareng,Weighted Theft
139,2/13/2021,6,-6.163079561,106.7396153,Jakarta_Barat,Cengkareng,Drugs
140,7/20/2021,8,-6.162793019,106.7389698,Jakarta_Barat,Cengkareng,Drugs
141,4/11/2021,14,-6.162653964,106.7372894,Jakarta_Barat,Cengkareng,Drugs
142,12/6/2021,23,-6.162371811,106.7405778,Jakarta_Barat,Cengkareng,Drugs
143,7/3/2021,14,-6.156157372,106.7787856,Jakarta_Barat,Grogol_Petamburan,Drugs
144,8/26/2021,10,-6.15695505,106.7808978,Jakarta_Barat,Grogol_Petamburan,Drugs
145,8/5/2021,18,-6.156657593,106.7786028,Jakarta_Barat,Grogol_Petamburan,Weighted Theft
146,8/29/2021,5,-6.155682572,106.7809967,Jakarta_Barat,Grogol_Petamburan,Drugs
147,9/2/2021,20,-6.155997465,106.7812808,Jakarta_Barat,Grogol_Petamburan,Drugs
148,12/14/2021,1,-6.155707124,106.778446,Jakarta_Barat,Grogol_Petamburan,Drugs
149,1/6/2021,5,-6.157167124,106.778735,Jakarta_Barat,Grogol_Petamburan,Severe Persecution
150,1/19/2021,10,-6.156894404,106.781157,Jakarta_Barat,Grogol_Petamburan,Drugs
151,11/29/2021,12,-6.15659176,106.782115,Jakarta_Barat,Grogol_Petamburan,Weighted Theft
152,8/15/2021,9,-6.157191434,106.7812178,Jakarta_Barat,Grogol_Petamburan,Severe Persecution
153,1/9/2021,15,-6.156757104,106.7816399,Jakarta_Barat,Grogol_Petamburan,Fraud
154,9/21/2021,4,-6.157143627,106.7783077,Jakarta_Barat,Grogol_Petamburan,Vehicle Theft
155,11/7/2021,9,-6.150925572,106.7762117,Jakarta_Barat,Grogol_Petamburan,Vehicle Theft
156,12/20/2021,8,-6.150617101,106.7757564,Jakarta_Barat,Grogol_Petamburan,Ordinary Theft
157,10/6/2021,22,-6.151737205,106.7753227,Jakarta_Barat,Grogol_Petamburan,Fraud
158,12/14/2021,11,-6.150754357,106.776043,Jakarta_Barat,Grogol_Petamburan,Drugs
159,6/19/2021,9,-6.150944225,106.7759059,Jakarta_Barat,Grogol_Petamburan,Vehicle Theft
160,10/15/2021,7,-6.150921237,106.7747832,Jakarta_Barat,Grogol_Petamburan,Severe Persecution
161,9/21/2021,12,-6.151224417,106.7752823,Jakarta_Barat,Grogol_Petamburan,Weighted Theft
162,6/26/2021,22,-6.150292231,106.7757137,Jakarta_Barat,Grogol_Petamburan,Ordinary Theft
163,10/14/2021,0,-6.151383246,106.7746506,Jakarta_Barat,Grogol_Petamburan,Drugs
164,7/30/2021,14,-6.151597673,106.7742383,Jakarta_Barat,Grogol_Petamburan,Fraud
165,2/6/2021,9,-6.150247259,106.7745193,Jakarta_Barat,Grogol_Petamburan,Drugs
166,10/17/2021,11,-6.151685275,106.7747822,Jakarta_Barat,Grogol_Petamburan,Drugs
167,7/9/2021,10,-6.150210393,106.7761651,Jakarta_Barat,Grogol_Petamburan,Drugs
168,2/16/2021,10,-6.150793704,106.77393,Jakarta_Barat,Grogol_Petamburan,Fraud
169,1/17/2021,13,-6.151075281,106.7752716,Jakarta_Barat,Grogol_Petamburan,Drugs
170,5/9/2021,15,-6.15151731,106.7759312,Jakarta_Barat,Grogol_Petamburan,Fraud
171,12/9/2021,14,-6.150624405,106.7761577,Jakarta_Barat,Grogol_Petamburan,Fraud
172,4/17/2021,17,-6.150344782,106.7760927,Jakarta_Barat,Grogol_Petamburan,Fraud
173,2/7/2021,22,-6.150994349,106.7744867,Jakarta_Barat,Grogol_Petamburan,Violent Theft
174,9/11/2021,14,-6.151875574,106.7750445,Jakarta_Barat,Grogol_Petamburan,Fraud
175,5/31/2021,13,-6.151086283,106.7744829,Jakarta_Barat,Grogol_Petamburan,Fraud
176,4/5/2021,4,-6.150672886,106.7754718,Jakarta_Barat,Grogol_Petamburan,Violent Theft
177,4/14/2021,20,-6.150659335,106.7752592,Jakarta_Barat,Grogol_Petamburan,Vehicle Theft
178,2/9/2021,18,-6.150573802,106.7748435,Jakarta_Barat,Grogol_Petamburan,Drugs
179,2/18/2021,2,-6.150867888,106.7748155,Jakarta_Barat,Grogol_Petamburan,Drugs
180,7/1/2021,21,-6.151116976,106.7740577,Jakarta_Barat,Grogol_Petamburan,Fraud
181,5/29/2021,9,-6.151343571,106.7751549,Jakarta_Barat,Grogol_Petamburan,Drugs
182,12/18/2021,12,-6.150488835,106.7746694,Jakarta_Barat,Grogol_Petamburan,Drugs
183,2/22/2021,18,-6.151966954,106.7743203,Jakarta_Barat,Grogol_Petamburan,Drugs
184,4/18/2021,7,-6.151085349,106.774444,Jakarta_Barat,Grogol_Petamburan,Violent Theft
185,3/30/2021,12,-6.151915425,106.7751272,Jakarta_Barat,Grogol_Petamburan,Fraud
186,12/20/2021,0,-6.15062172,106.7755261,Jakarta_Barat,Grogol_Petamburan,Weighted Theft
187,4/21/2021,22,-6.151177765,106.774577,Jakarta_Barat,Grogol_Petamburan,Fraud
188,9/19/2021,19,-6.151284143,106.7747639,Jakarta_Barat,Grogol_Petamburan,Fraud
189,5/15/2021,10,-6.150210915,106.7759376,Jakarta_Barat,Grogol_Petamburan,Drugs
190,10/28/2021,21,-6.150837935,106.7741481,Jakarta_Barat,Grogol_Petamburan,Drugs
191,8/13/2021,20,-6.151968194,106.7739787,Jakarta_Barat,Grogol_Petamburan,Drugs
192,4/29/2021,4,-6.150808088,106.7753028,Jakarta_Barat,Grogol_Petamburan,Drugs
193,8/31/2021,16,-6.150222763,106.7743303,Jakarta_Barat,Grogol_Petamburan,Severe Persecution
194,3/28/2021,20,-6.150619782,106.7752401,Jakarta_Barat,Grogol_Petamburan,Severe Persecution
195,9/27/2021,23,-6.179246149,106.7850209,Jakarta_Barat,Grogol_Petamburan,Drugs
196,8/28/2021,10,-6.179938647,106.7847878,Jakarta_Barat,Grogol_Petamburan,Drugs
197,3/6/2021,13,-6.179425497,106.78502,Jakarta_Barat,Grogol_Petamburan,Demonstration
198,5/18/2021,3,-6.179931986,106.7857282,Jakarta_Barat,Grogol_Petamburan,Severe Persecution
199,1/3/2021,18,-6.181253529,106.7863873,Jakarta_Barat,Grogol_Petamburan,Drugs
200,6/21/2021,16,-6.179700045,106.7864449,Jakarta_Barat,Grogol_Petamburan,Fraud
201,12/11/2021,11,-6.181395566,106.7852465,Jakarta_Barat,Grogol_Petamburan,Drugs
202,11/16/2021,15,-6.180461814,106.7841001,Jakarta_Barat,Grogol_Petamburan,Drugs
203,8/3/2021,12,-6.179257612,106.7843132,Jakarta_Barat,Grogol_Petamburan,Vehicle Theft
204,9/14/2021,8,-6.181102906,106.7864159,Jakarta_Barat,Grogol_Petamburan,Fraud
205,5/30/2021,5,-6.179668116,106.7851837,Jakarta_Barat,Grogol_Petamburan,Drugs
206,8/17/2021,19,-6.180460933,106.7862496,Jakarta_Barat,Grogol_Petamburan,Fraud
207,10/11/2021,13,-6.179626843,106.7846294,Jakarta_Barat,Grogol_Petamburan,Violent Theft
208,3/31/2021,22,-6.180098048,106.7836963,Jakarta_Barat,Grogol_Petamburan,Weighted Theft
209,12/11/2021,9,-6.179464143,106.7850171,Jakarta_Barat,Grogol_Petamburan,Fraud
210,3/9/2021,7,-6.180035332,106.7854658,Jakarta_Barat,Grogol_Petamburan,Severe Persecution
211,1/31/2021,10,-6.181057828,106.784337,Jakarta_Barat,Grogol_Petamburan,Drugs
212,11/2/2021,14,-6.180289963,106.7859632,Jakarta_Barat,Grogol_Petamburan,Severe Persecution
213,3/4/2021,16,-6.179718991,106.7834289,Jakarta_Barat,Grogol_Petamburan,Fraud
214,9/7/2021,16,-6.181149774,106.7843864,Jakarta_Barat,Grogol_Petamburan,Drugs
215,11/23/2021,1,-6.180201303,106.7848921,Jakarta_Barat,Grogol_Petamburan,Drugs
216,7/16/2021,8,-6.180612486,106.7863384,Jakarta_Barat,Grogol_Petamburan,Drugs
217,10/24/2021,15,-6.178958202,106.7851062,Jakarta_Barat,Grogol_Petamburan,Fraud
218,9/24/2021,9,-6.180966078,106.7843495,Jakarta_Barat,Grogol_Petamburan,Violent Theft
219,3/21/2021,15,-6.179154044,106.7835421,Jakarta_Barat,Grogol_Petamburan,Drugs
220,10/2/2021,6,-6.180723469,106.7840733,Jakarta_Barat,Grogol_Petamburan,Weighted Theft
221,6/9/2021,17,-6.180294032,106.7852457,Jakarta_Barat,Grogol_Petamburan,Drugs
222,10/22/2021,11,-6.179378704,106.7840143,Jakarta_Barat,Grogol_Petamburan,Drugs
223,12/15/2021,17,-6.179060405,106.7872129,Jakarta_Barat,Grogol_Petamburan,Weighted Theft
224,11/12/2021,20,-6.180705064,106.7869333,Jakarta_Barat,Grogol_Petamburan,Ordinary Theft
225,2/5/2021,21,-6.180682673,106.787047,Jakarta_Barat,Grogol_Petamburan,Drugs
226,6/12/2021,13,-6.181027651,106.785364,Jakarta_Barat,Grogol_Petamburan,Fraud
227,6/24/2021,2,-6.180974357,106.7858408,Jakarta_Barat,Grogol_Petamburan,Drugs
228,5/11/2021,1,-6.178957087,106.7864846,Jakarta_Barat,Grogol_Petamburan,Ordinary Theft
229,7/17/2021,19,-6.179016149,106.7840829,Jakarta_Barat,Grogol_Petamburan,Violent Theft
230,3/2/2021,19,-6.178981075,106.7860583,Jakarta_Barat,Grogol_Petamburan,Weighted Theft
231,11/17/2021,10,-6.179215787,106.7864701,Jakarta_Barat,Grogol_Petamburan,Weighted Theft
232,7/5/2021,2,-6.180938072,106.7864555,Jakarta_Barat,Grogol_Petamburan,Rape
233,8/6/2021,15,-6.179465564,106.7871618,Jakarta_Barat,Grogol_Petamburan,Drugs
234,3/24/2021,9,-6.179664051,106.7868306,Jakarta_Barat,Grogol_Petamburan,Drugs
235,7/3/2021,0,-6.180427568,106.7853372,Jakarta_Barat,Grogol_Petamburan,Drugs
236,9/23/2021,23,-6.181203454,106.7865536,Jakarta_Barat,Grogol_Petamburan,Fraud
237,9/1/2021,11,-6.180484596,106.7871915,Jakarta_Barat,Grogol_Petamburan,Fraud
238,6/28/2021,1,-6.180972992,106.7869029,Jakarta_Barat,Grogol_Petamburan,Severe Persecution
239,2/13/2021,9,-6.143030672,106.814436,Jakarta_Barat,Taman_Sari,Drugs
240,6/6/2021,13,-6.142270554,106.8150021,Jakarta_Barat,Taman_Sari,Severe Persecution
241,3/15/2021,20,-6.141642782,106.8146559,Jakarta_Barat,Taman_Sari,Drugs
242,10/1/2021,23,-6.142744131,106.8144177,Jakarta_Barat,Taman_Sari,Fraud
243,1/8/2021,12,-6.140712531,106.8150198,Jakarta_Barat,Taman_Sari,Fraud
244,6/9/2021,6,-6.14200175,106.8151043,Jakarta_Barat,Taman_Sari,Drugs
245,2/6/2021,23,-6.141197992,106.8147185,Jakarta_Barat,Taman_Sari,Weighted Theft
246,12/4/2021,17,-6.141506047,106.8150896,Jakarta_Barat,Taman_Sari,Weighted Theft
247,10/22/2021,22,-6.140532341,106.8146363,Jakarta_Barat,Taman_Sari,Severe Persecution
248,5/1/2021,3,-6.143001753,106.8145636,Jakarta_Barat,Taman_Sari,Drugs
249,3/8/2021,20,-6.142245103,106.8150748,Jakarta_Barat,Taman_Sari,Weighted Theft
250,7/17/2021,14,-6.142963643,106.8148162,Jakarta_Barat,Taman_Sari,Drugs
251,11/13/2021,4,-6.142542105,106.8146774,Jakarta_Barat,Taman_Sari,Drugs
252,1/18/2021,6,-6.141038103,106.8150676,Jakarta_Barat,Taman_Sari,Drugs
253,8/13/2021,22,-6.141872945,106.815102,Jakarta_Barat,Taman_Sari,Drugs
254,11/29/2021,21,-6.142758936,106.8149589,Jakarta_Barat,Taman_Sari,Drugs
255,8/13/2021,12,-6.141804461,106.814772,Jakarta_Barat,Taman_Sari,Drugs
256,5/18/2021,0,-6.143129511,106.8147348,Jakarta_Barat,Taman_Sari,Fraud
257,8/5/2021,21,-6.1419966,106.8144477,Jakarta_Barat,Taman_Sari,Drugs
258,2/22/2021,6,-6.140455043,106.8146605,Jakarta_Barat,Taman_Sari,Drugs
259,7/26/2021,8,-6.142346635,106.8150438,Jakarta_Barat,Taman_Sari,Ordinary Theft
260,7/31/2021,18,-6.141052347,106.8144171,Jakarta_Barat,Taman_Sari,Fraud
261,7/1/2021,23,-6.14258613,106.8149681,Jakarta_Barat,Taman_Sari,Drugs
262,11/3/2021,6,-6.142193163,106.8149498,Jakarta_Barat,Taman_Sari,Violent Theft
263,10/16/2021,17,-6.140535109,106.8147289,Jakarta_Barat,Taman_Sari,Ordinary Theft
264,11/4/2021,4,-6.14068743,106.8146168,Jakarta_Barat,Taman_Sari,Fraud
265,2/24/2021,10,-6.141051948,106.815017,Jakarta_Barat,Taman_Sari,Drugs
266,12/20/2021,18,-6.143017318,106.815067,Jakarta_Barat,Taman_Sari,Fraud
267,6/21/2021,2,-6.14090516,106.8144727,Jakarta_Barat,Taman_Sari,Ordinary Theft
268,12/21/2021,15,-6.141575473,106.8146875,Jakarta_Barat,Taman_Sari,Drugs
269,3/2/2021,22,-6.140752673,106.814816,Jakarta_Barat,Taman_Sari,Drugs
270,5/28/2021,0,-6.141611453,106.8146578,Jakarta_Barat,Taman_Sari,Drugs
271,7/17/2021,14,-6.142177661,106.8147008,Jakarta_Barat,Taman_Sari,Drugs
272,5/24/2021,10,-6.14198184,106.8146671,Jakarta_Barat,Taman_Sari,Drugs
273,7/2/2021,4,-6.1415492,106.8144342,Jakarta_Barat,Taman_Sari,Severe Persecution
274,2/28/2021,6,-6.141469169,106.8148887,Jakarta_Barat,Taman_Sari,Violent Theft
275,12/21/2021,10,-6.141726728,106.8145922,Jakarta_Barat,Taman_Sari,Drugs
276,3/20/2021,9,-6.141541717,106.8147167,Jakarta_Barat,Taman_Sari,Severe Persecution
277,2/27/2021,0,-6.141711472,106.8146218,Jakarta_Barat,Taman_Sari,Fraud
278,3/9/2021,3,-6.148869005,106.824997,Jakarta_Barat,Taman_Sari,Drugs
279,12/1/2021,2,-6.14901617,106.8241242,Jakarta_Barat,Taman_Sari,Drugs
280,10/7/2021,11,-6.148915991,106.82547,Jakarta_Barat,Taman_Sari,Drugs
281,2/14/2021,20,-6.14889281,106.825506,Jakarta_Barat,Taman_Sari,Drugs
282,1/15/2021,19,-6.149060681,106.8254306,Jakarta_Barat,Taman_Sari,Fraud
283,7/20/2021,17,-6.149094875,106.8248446,Jakarta_Barat,Taman_Sari,Vehicle Theft
284,12/24/2021,13,-6.148959919,106.8257023,Jakarta_Barat,Taman_Sari,Severe Persecution
285,7/23/2021,0,-6.148972136,106.8255806,Jakarta_Barat,Taman_Sari,Ordinary Theft
286,3/29/2021,22,-6.148819614,106.8224003,Jakarta_Barat,Taman_Sari,Drugs
287,8/3/2021,9,-6.149043952,106.8233784,Jakarta_Barat,Taman_Sari,Fraud
