datetime,time,lat,long
3/7/2022,6:12:00,-6.263074436,106.7866467
3/7/2022,6:14:00,-6.26360091,106.7887524
3/7/2022,6:16:00,-6.263849772,106.7909007
3/7/2022,6:18:00,-6.264123374,106.7930539
3/7/2022,6:20:00,-6.263589742,106.7946381
3/7/2022,6:22:00,-6.263990477,106.7967588
3/7/2022,6:24:00,-6.262197016,106.796586
3/7/2022,6:26:00,-6.260053381,106.7966543
3/7/2022,6:28:00,-6.257905492,106.7968679
3/7/2022,6:30:00,-6.255757973,106.7970854
3/7/2022,6:32:00,-6.254844756,106.7984425
3/7/2022,6:34:00,-6.254712581,106.8006084
3/7/2022,6:36:00,-6.253265103,106.801256
3/7/2022,6:38:00,-6.251897391,106.8023955
3/7/2022,6:40:00,-6.250270225,106.8037362
3/7/2022,6:42:00,-6.249690438,106.8028187
3/7/2022,6:44:00,-6.248850379,106.8043537
3/7/2022,6:46:00,-6.247486143,106.8060236
3/7/2022,6:48:00,-6.245753906,106.8047289
3/7/2022,6:50:00,-6.24416962,106.8055653
3/7/2022,6:52:00,-6.242398623,106.8067782
3/7/2022,6:54:00,-6.240370501,106.8073151
3/7/2022,6:56:00,-6.238219282,106.8072404
3/7/2022,6:58:00,-6.236097562,106.8075714
3/7/2022,7:00:00,-6.233939323,106.8075742
3/7/2022,7:02:00,-6.231781099,106.8075488
3/7/2022,7:04:00,-6.230992826,106.8086321
3/7/2022,7:06:00,-6.230135164,106.8096411
3/7/2022,7:08:00,-6.228124769,106.8089802
3/7/2022,7:10:00,-6.22703068,106.8076687
3/7/2022,7:12:00,-6.226085374,106.8072451
3/7/2022,7:14:00,-6.227009636,106.8083822
3/7/2022,7:16:00,-6.226568848,106.8089463
3/7/2022,7:18:00,-6.226568848,106.8089463
3/7/2022,7:20:00,-6.226568848,106.8089463
3/7/2022,7:22:00,-6.226568848,106.8089463
3/7/2022,7:24:00,-6.226568848,106.8089463
3/7/2022,7:26:00,-6.226568848,106.8089463
3/7/2022,7:28:00,-6.226568848,106.8089463
3/7/2022,7:30:00,-6.226568848,106.8089463
3/7/2022,7:32:00,-6.226568848,106.8089463
3/7/2022,7:34:00,-6.226568848,106.8089463
3/7/2022,7:36:00,-6.226568848,106.8089463
3/7/2022,7:38:00,-6.226568848,106.8089463
3/7/2022,7:40:00,-6.226568848,106.8089463
3/7/2022,7:42:00,-6.226568848,106.8089463
3/7/2022,7:44:00,-6.226568848,106.8089463
3/7/2022,7:46:00,-6.226568848,106.8089463
3/7/2022,7:48:00,-6.226568848,106.8089463
3/7/2022,7:50:00,-6.226568848,106.8089463
3/7/2022,7:52:00,-6.226568848,106.8089463
3/7/2022,7:54:00,-6.226568848,106.8089463
3/7/2022,7:56:00,-6.226568848,106.8089463
3/7/2022,7:58:00,-6.226568848,106.8089463
3/7/2022,8:00:00,-6.226568848,106.8089463
3/7/2022,8:02:00,-6.226568848,106.8089463
3/7/2022,8:04:00,-6.226568848,106.8089463
3/7/2022,8:06:00,-6.226568848,106.8089463
3/7/2022,8:08:00,-6.226568848,106.8089463
3/7/2022,8:10:00,-6.226568848,106.8089463
3/7/2022,8:12:00,-6.226568848,106.8089463
3/7/2022,8:14:00,-6.226568848,106.8089463
3/7/2022,8:16:00,-6.226568848,106.8089463
3/7/2022,8:18:00,-6.226568848,106.8089463
3/7/2022,8:20:00,-6.226568848,106.8089463
3/7/2022,8:22:00,-6.226568848,106.8089463
3/7/2022,8:24:00,-6.226568848,106.8089463
3/7/2022,8:26:00,-6.226568848,106.8089463
3/7/2022,8:28:00,-6.226568848,106.8089463
3/7/2022,8:30:00,-6.226568848,106.8089463
3/7/2022,8:32:00,-6.226568848,106.8089463
3/7/2022,8:34:00,-6.226568848,106.8089463
3/7/2022,8:36:00,-6.226568848,106.8089463
3/7/2022,8:38:00,-6.226568848,106.8089463
3/7/2022,8:40:00,-6.226568848,106.8089463
3/7/2022,8:42:00,-6.226568848,106.8089463
3/7/2022,8:44:00,-6.226568848,106.8089463
3/7/2022,8:46:00,-6.226568848,106.8089463
3/7/2022,8:48:00,-6.226568848,106.8089463
3/7/2022,8:50:00,-6.226568848,106.8089463
3/7/2022,8:52:00,-6.226568848,106.8089463
3/7/2022,8:54:00,-6.226568848,106.8089463
3/7/2022,8:56:00,-6.226568848,106.8089463
3/7/2022,8:58:00,-6.226568848,106.8089463
3/7/2022,9:00:00,-6.226568848,106.8089463
3/7/2022,9:02:00,-6.226568848,106.8089463
3/7/2022,9:04:00,-6.226568848,106.8089463
3/7/2022,9:06:00,-6.226568848,106.8089463
3/7/2022,9:08:00,-6.226568848,106.8089463
3/7/2022,9:10:00,-6.226568848,106.8089463
3/7/2022,9:12:00,-6.226568848,106.8089463
3/7/2022,9:14:00,-6.226568848,106.8089463
3/7/2022,9:16:00,-6.226568848,106.8089463
3/7/2022,9:18:00,-6.226568848,106.8089463
3/7/2022,9:20:00,-6.226568848,106.8089463
3/7/2022,9:22:00,-6.226568848,106.8089463
3/7/2022,9:24:00,-6.226568848,106.8089463
3/7/2022,9:26:00,-6.226568848,106.8089463
3/7/2022,9:28:00,-6.226568848,106.8089463
3/7/2022,9:30:00,-6.226568848,106.8089463
3/7/2022,9:32:00,-6.226568848,106.8089463
3/7/2022,9:34:00,-6.226568848,106.8089463
3/7/2022,9:36:00,-6.226568848,106.8089463
3/7/2022,9:38:00,-6.226568848,106.8089463
3/7/2022,9:40:00,-6.226568848,106.8089463
3/7/2022,9:42:00,-6.226568848,106.8089463
3/7/2022,9:44:00,-6.226568848,106.8089463
3/7/2022,9:46:00,-6.226568848,106.8089463
3/7/2022,9:48:00,-6.226568848,106.8089463
3/7/2022,9:50:00,-6.226568848,106.8089463
3/7/2022,9:52:00,-6.226568848,106.8089463
3/7/2022,9:54:00,-6.226568848,106.8089463
3/7/2022,9:56:00,-6.226568848,106.8089463
3/7/2022,9:58:00,-6.226568848,106.8089463
3/7/2022,10:00:00,-6.226568848,106.8089463
3/7/2022,10:02:00,-6.226568848,106.8089463
3/7/2022,10:04:00,-6.226568848,106.8089463
3/7/2022,10:06:00,-6.226568848,106.8089463
3/7/2022,10:08:00,-6.226568848,106.8089463
3/7/2022,10:10:00,-6.226568848,106.8089463
3/7/2022,10:12:00,-6.226568848,106.8089463
3/7/2022,10:14:00,-6.226568848,106.8089463
3/7/2022,10:16:00,-6.226568848,106.8089463
3/7/2022,10:18:00,-6.226568848,106.8089463
3/7/2022,10:20:00,-6.226568848,106.8089463
3/7/2022,10:22:00,-6.226568848,106.8089463
3/7/2022,10:24:00,-6.226568848,106.8089463
3/7/2022,10:26:00,-6.226568848,106.8089463
3/7/2022,10:28:00,-6.226568848,106.8089463
3/7/2022,10:30:00,-6.226568848,106.8089463
3/7/2022,10:32:00,-6.226568848,106.8089463
3/7/2022,10:34:00,-6.226568848,106.8089463
3/7/2022,10:36:00,-6.226568848,106.8089463
3/7/2022,10:38:00,-6.226568848,106.8089463
3/7/2022,10:40:00,-6.226568848,106.8089463
3/7/2022,10:42:00,-6.226568848,106.8089463
3/7/2022,10:44:00,-6.226568848,106.8089463
3/7/2022,10:46:00,-6.226568848,106.8089463
3/7/2022,10:48:00,-6.226568848,106.8089463
3/7/2022,10:50:00,-6.226568848,106.8089463
3/7/2022,10:52:00,-6.226568848,106.8089463
3/7/2022,10:54:00,-6.226568848,106.8089463
3/7/2022,10:56:00,-6.226568848,106.8089463
3/7/2022,10:58:00,-6.226568848,106.8089463
3/7/2022,11:00:00,-6.226568848,106.8089463
3/7/2022,11:02:00,-6.226568848,106.8089463
3/7/2022,11:04:00,-6.226568848,106.8089463
3/7/2022,11:06:00,-6.226568848,106.8089463
3/7/2022,11:08:00,-6.226568848,106.8089463
3/7/2022,11:10:00,-6.226568848,106.8089463
3/7/2022,11:12:00,-6.226568848,106.8089463
3/7/2022,11:14:00,-6.226568848,106.8089463
3/7/2022,11:16:00,-6.226568848,106.8089463
3/7/2022,11:18:00,-6.226568848,106.8089463
3/7/2022,11:20:00,-6.226568848,106.8089463
3/7/2022,11:22:00,-6.226568848,106.8089463
3/7/2022,11:24:00,-6.226568848,106.8089463
3/7/2022,11:26:00,-6.226568848,106.8089463
3/7/2022,11:28:00,-6.226568848,106.8089463
3/7/2022,11:30:00,-6.226568848,106.8089463
3/7/2022,11:32:00,-6.226568848,106.8089463
3/7/2022,11:34:00,-6.226568848,106.8089463
3/7/2022,11:36:00,-6.226568848,106.8089463
3/7/2022,11:38:00,-6.226568848,106.8089463
3/7/2022,11:40:00,-6.226568848,106.8089463
3/7/2022,11:42:00,-6.226568848,106.8089463
3/7/2022,11:44:00,-6.226568848,106.8089463
3/7/2022,11:46:00,-6.226568848,106.8089463
3/7/2022,11:48:00,-6.226568848,106.8089463
3/7/2022,11:50:00,-6.226568848,106.8089463
3/7/2022,11:52:00,-6.226568848,106.8089463
3/7/2022,11:54:00,-6.226568848,106.8089463
3/7/2022,11:56:00,-6.226568848,106.8089463
3/7/2022,11:58:00,-6.226568848,106.8089463
3/7/2022,12:00:00,-6.226568848,106.8089463
3/7/2022,12:02:00,-6.226568848,106.8089463
3/7/2022,12:04:00,-6.226568848,106.8089463
3/7/2022,12:06:00,-6.226568848,106.8089463
3/7/2022,12:08:00,-6.226568848,106.8089463
3/7/2022,12:10:00,-6.226568848,106.8089463
3/7/2022,12:12:00,-6.226568848,106.8089463
3/7/2022,12:14:00,-6.226568848,106.8089463
3/7/2022,12:16:00,-6.226568848,106.8089463
3/7/2022,12:18:00,-6.226568848,106.8089463
3/7/2022,12:20:00,-6.226568848,106.8089463
3/7/2022,12:22:00,-6.226568848,106.8089463
3/7/2022,12:24:00,-6.226568848,106.8089463
3/7/2022,12:26:00,-6.226568848,106.8089463
3/7/2022,12:28:00,-6.226568848,106.8089463
3/7/2022,12:30:00,-6.226568848,106.8089463
3/7/2022,12:32:00,-6.226568848,106.8089463
3/7/2022,12:34:00,-6.226568848,106.8089463
3/7/2022,12:36:00,-6.226568848,106.8089463
3/7/2022,12:38:00,-6.226568848,106.8089463
3/7/2022,12:40:00,-6.226568848,106.8089463
3/7/2022,12:42:00,-6.226568848,106.8089463
3/7/2022,12:44:00,-6.226568848,106.8089463
3/7/2022,12:46:00,-6.226568848,106.8089463
3/7/2022,12:48:00,-6.226568848,106.8089463
3/7/2022,12:50:00,-6.226568848,106.8089463
3/7/2022,12:52:00,-6.226568848,106.8089463
3/7/2022,12:54:00,-6.226568848,106.8089463
3/7/2022,12:56:00,-6.226568848,106.8089463
3/7/2022,12:58:00,-6.226568848,106.8089463
3/7/2022,13:00:00,-6.226568848,106.8089463
3/7/2022,13:02:00,-6.226568848,106.8089463
3/7/2022,13:04:00,-6.226568848,106.8089463
3/7/2022,13:06:00,-6.226568848,106.8089463
3/7/2022,13:08:00,-6.226568848,106.8089463
3/7/2022,13:10:00,-6.226568848,106.8089463
3/7/2022,13:12:00,-6.226568848,106.8089463
3/7/2022,13:14:00,-6.226568848,106.8089463
3/7/2022,13:16:00,-6.226568848,106.8089463
3/7/2022,13:18:00,-6.226568848,106.8089463
3/7/2022,13:20:00,-6.226568848,106.8089463
3/7/2022,13:22:00,-6.226568848,106.8089463
3/7/2022,13:24:00,-6.226568848,106.8089463
3/7/2022,13:26:00,-6.226568848,106.8089463
3/7/2022,13:28:00,-6.226568848,106.8089463
3/7/2022,13:30:00,-6.226568848,106.8089463
3/7/2022,13:32:00,-6.226568848,106.8089463
3/7/2022,13:34:00,-6.226568848,106.8089463
3/7/2022,13:36:00,-6.226568848,106.8089463
3/7/2022,13:38:00,-6.226568848,106.8089463
3/7/2022,13:40:00,-6.226568848,106.8089463
3/7/2022,13:42:00,-6.226568848,106.8089463
3/7/2022,13:44:00,-6.226568848,106.8089463
3/7/2022,13:46:00,-6.226568848,106.8089463
3/7/2022,13:48:00,-6.226568848,106.8089463
3/7/2022,13:50:00,-6.226568848,106.8089463
3/7/2022,13:52:00,-6.226568848,106.8089463
3/7/2022,13:54:00,-6.226568848,106.8089463
3/7/2022,13:56:00,-6.226568848,106.8089463
3/7/2022,13:58:00,-6.226568848,106.8089463
3/7/2022,14:00:00,-6.226568848,106.8089463
3/7/2022,14:02:00,-6.226568848,106.8089463
3/7/2022,14:04:00,-6.226568848,106.8089463
3/7/2022,14:06:00,-6.226568848,106.8089463
3/7/2022,14:08:00,-6.226568848,106.8089463
3/7/2022,14:10:00,-6.226568848,106.8089463
3/7/2022,14:12:00,-6.226568848,106.8089463
3/7/2022,14:14:00,-6.226568848,106.8089463
3/7/2022,14:16:00,-6.226568848,106.8089463
3/7/2022,14:18:00,-6.226568848,106.8089463
3/7/2022,14:20:00,-6.226568848,106.8089463
3/7/2022,14:22:00,-6.226568848,106.8089463
3/7/2022,14:24:00,-6.226568848,106.8089463
3/7/2022,14:26:00,-6.226568848,106.8089463
3/7/2022,14:28:00,-6.226568848,106.8089463
3/7/2022,14:30:00,-6.226568848,106.8089463
3/7/2022,14:32:00,-6.226568848,106.8089463
3/7/2022,14:34:00,-6.226568848,106.8089463
3/7/2022,14:36:00,-6.226568848,106.8089463
3/7/2022,14:38:00,-6.226568848,106.8089463
3/7/2022,14:40:00,-6.226568848,106.8089463
3/7/2022,14:42:00,-6.226568848,106.8089463
3/7/2022,14:44:00,-6.226568848,106.8089463
3/7/2022,14:46:00,-6.226568848,106.8089463
3/7/2022,14:48:00,-6.226568848,106.8089463
3/7/2022,14:50:00,-6.226568848,106.8089463
3/7/2022,14:52:00,-6.226568848,106.8089463
3/7/2022,14:54:00,-6.226568848,106.8089463
3/7/2022,14:56:00,-6.226568848,106.8089463
3/7/2022,14:58:00,-6.226568848,106.8089463
3/7/2022,15:00:00,-6.226568848,106.8089463
3/7/2022,15:02:00,-6.226568848,106.8089463
3/7/2022,15:04:00,-6.226568848,106.8089463
3/7/2022,15:06:00,-6.226568848,106.8089463
3/7/2022,15:08:00,-6.226568848,106.8089463
3/7/2022,15:10:00,-6.226568848,106.8089463
3/7/2022,15:12:00,-6.226568848,106.8089463
3/7/2022,15:14:00,-6.226568848,106.8089463
3/7/2022,15:16:00,-6.226568848,106.8089463
3/7/2022,15:18:00,-6.226568848,106.8089463
3/7/2022,15:20:00,-6.226568848,106.8089463
3/7/2022,15:22:00,-6.226568848,106.8089463
3/7/2022,15:24:00,-6.226568848,106.8089463
3/7/2022,15:26:00,-6.226568848,106.8089463
3/7/2022,15:28:00,-6.226568848,106.8089463
3/7/2022,15:30:00,-6.226568848,106.8089463
3/7/2022,15:32:00,-6.226568848,106.8089463
3/7/2022,15:34:00,-6.226568848,106.8089463
3/7/2022,15:36:00,-6.226568848,106.8089463
3/7/2022,15:38:00,-6.226568848,106.8089463
3/7/2022,15:40:00,-6.226568848,106.8089463
3/7/2022,15:42:00,-6.226568848,106.8089463
3/7/2022,15:44:00,-6.226568848,106.8089463
3/7/2022,15:46:00,-6.226568848,106.8089463
3/7/2022,15:48:00,-6.226568848,106.8089463
3/7/2022,15:50:00,-6.226568848,106.8089463
3/7/2022,15:52:00,-6.226568848,106.8089463
3/7/2022,15:54:00,-6.226568848,106.8089463
3/7/2022,15:56:00,-6.226568848,106.8089463
3/7/2022,15:58:00,-6.226568848,106.8089463
3/7/2022,16:00:00,-6.226568848,106.8089463
3/7/2022,16:02:00,-6.226568848,106.8089463
3/7/2022,16:04:00,-6.226568848,106.8089463
3/7/2022,16:06:00,-6.226568848,106.8089463
3/7/2022,16:08:00,-6.226568848,106.8089463
3/7/2022,16:10:00,-6.226568848,106.8089463
3/7/2022,16:12:00,-6.226568848,106.8089463
3/7/2022,16:14:00,-6.226568848,106.8089463
3/7/2022,16:16:00,-6.226568848,106.8089463
3/7/2022,16:18:00,-6.226568848,106.8089463
3/7/2022,16:20:00,-6.226568848,106.8089463
3/7/2022,16:22:00,-6.226767376,106.8080257
3/7/2022,16:24:00,-6.226054265,106.8073856
3/7/2022,16:26:00,-6.224361669,106.8090056
3/7/2022,16:28:00,-6.222834045,106.8081503
3/7/2022,16:30:00,-6.224446859,106.8057527
3/7/2022,16:32:00,-6.226162567,106.8034297
3/7/2022,16:34:00,-6.227895666,106.8011188
3/7/2022,16:36:00,-6.229881992,106.7992518
3/7/2022,16:38:00,-6.232617166,106.798592
3/7/2022,16:40:00,-6.23549488,106.7985677
3/7/2022,16:42:00,-6.238372652,106.7985495
3/7/2022,16:44:00,-6.241250362,106.7985517
3/7/2022,16:46:00,-6.244073901,106.7982356
3/7/2022,16:48:00,-6.246936806,106.7979969
3/7/2022,16:50:00,-6.249610241,106.797793
3/7/2022,16:52:00,-6.249653963,106.8006877
3/7/2022,16:54:00,-6.24969144,106.8021347
3/7/2022,16:56:00,-6.24969144,106.8021347
3/7/2022,16:58:00,-6.249639842,106.801728
3/7/2022,17:00:00,-6.24962754,106.8002805
3/7/2022,17:02:00,-6.249615238,106.798833
3/7/2022,17:04:00,-6.249602937,106.7973856
3/7/2022,17:06:00,-6.249565613,106.7959401
3/7/2022,17:08:00,-6.250111762,106.7946724
3/7/2022,17:10:00,-6.24971168,106.7932948
3/7/2022,17:12:00,-6.249385909,106.7918955
3/7/2022,17:14:00,-6.250796585,106.7916101
3/7/2022,17:16:00,-6.25220726,106.7913248
3/7/2022,17:18:00,-6.253617936,106.7910394
3/7/2022,17:20:00,-6.254969179,106.7905485
3/7/2022,17:22:00,-6.25631733,106.7900433
3/7/2022,17:24:00,-6.257695319,106.7896316
3/7/2022,17:26:00,-6.259096048,106.7893003
3/7/2022,17:28:00,-6.260496776,106.788969
3/7/2022,17:30:00,-6.261897505,106.7886378
3/7/2022,17:32:00,-6.263298233,106.7883065
3/7/2022,17:34:00,-6.263233651,106.7870216
3/7/2022,17:36:00,-6.262959738,106.7856005
3/7/2022,17:38:00,-6.263408576,106.7842532
3/7/2022,17:40:00,-6.264038009,106.7829544
3/7/2022,17:42:00,-6.264969675,106.7818934
3/7/2022,17:44:00,-6.265669023,106.7806283
3/7/2022,17:46:00,-6.266568887,106.7795101
3/7/2022,17:48:00,-6.267691272,106.7795344
3/7/2022,17:50:00,-6.268917097,106.7795517
3/7/2022,17:52:00,-6.268917097,106.7795517
