date,time,latitude,longitude
3/7/2022,1:39:00,-6.268916964,106.7801123
3/7/2022,1:40:00,-6.268916964,106.7801123
3/7/2022,1:41:00,-6.268916964,106.7801123
3/7/2022,1:42:00,-6.268916964,106.7801123
3/7/2022,1:43:00,-6.268916964,106.7801123
3/7/2022,1:44:00,-6.268916964,106.7801123
3/7/2022,1:45:00,-6.268916964,106.7801123
3/7/2022,1:46:00,-6.268916964,106.7801123
3/7/2022,1:47:00,-6.268916964,106.7801123
3/7/2022,1:48:00,-6.268916964,106.7801123
3/7/2022,1:49:00,-6.268916964,106.7801123
3/7/2022,1:50:00,-6.268916964,106.7801123
3/7/2022,1:51:00,-6.268916964,106.7801123
3/7/2022,1:52:00,-6.268916964,106.7801123
3/7/2022,1:53:00,-6.268916964,106.7801123
3/7/2022,1:54:00,-6.268916964,106.7801123
3/7/2022,1:55:00,-6.268916964,106.7801123
3/7/2022,1:56:00,-6.268916964,106.7801123
3/7/2022,1:57:00,-6.268916964,106.7801123
3/7/2022,1:58:00,-6.268916964,106.7801123
3/7/2022,1:59:00,-6.268916964,106.7801123
3/7/2022,2:00:00,-6.268916964,106.7801123
3/7/2022,2:01:00,-6.268916964,106.7801123
3/7/2022,2:02:00,-6.268916964,106.7801123
3/7/2022,2:03:00,-6.268916964,106.7801123
3/7/2022,2:04:00,-6.268916964,106.7801123
3/7/2022,2:05:00,-6.268916964,106.7801123
3/7/2022,2:06:00,-6.268916964,106.7801123
3/7/2022,2:07:00,-6.268916964,106.7801123
3/7/2022,2:08:00,-6.268916964,106.7801123
3/7/2022,2:09:00,-6.268916964,106.7801123
3/7/2022,2:10:00,-6.268916964,106.7801123
3/7/2022,2:11:00,-6.268916964,106.7801123
3/7/2022,2:12:00,-6.268916964,106.7801123
3/7/2022,2:13:00,-6.268916964,106.7801123
3/7/2022,2:14:00,-6.268916964,106.7801123
3/7/2022,2:15:00,-6.268916964,106.7801123
3/7/2022,2:16:00,-6.268916964,106.7801123
3/7/2022,2:17:00,-6.268916964,106.7801123
3/7/2022,2:18:00,-6.268916964,106.7801123
3/7/2022,2:19:00,-6.268916964,106.7801123
3/7/2022,2:20:00,-6.268916964,106.7801123
3/7/2022,2:21:00,-6.268916964,106.7801123
3/7/2022,2:22:00,-6.268916964,106.7801123
3/7/2022,2:23:00,-6.268916964,106.7801123
3/7/2022,2:24:00,-6.268916964,106.7801123
3/7/2022,2:25:00,-6.268916964,106.7801123
3/7/2022,2:26:00,-6.268916964,106.7801123
3/7/2022,2:27:00,-6.268916964,106.7801123
3/7/2022,2:28:00,-6.268916964,106.7801123
3/7/2022,2:29:00,-6.268916964,106.7801123
3/7/2022,2:30:00,-6.268916964,106.7801123
3/7/2022,2:31:00,-6.268916964,106.7801123
3/7/2022,2:32:00,-6.268916964,106.7801123
3/7/2022,2:33:00,-6.268916964,106.7801123
3/7/2022,2:34:00,-6.268916964,106.7801123
3/7/2022,2:35:00,-6.268916964,106.7801123
3/7/2022,2:36:00,-6.268916964,106.7801123
3/7/2022,2:37:00,-6.268916964,106.7801123
3/7/2022,2:38:00,-6.268916964,106.7801123
3/7/2022,2:39:00,-6.268916964,106.7801123
3/7/2022,2:40:00,-6.268916964,106.7801123
3/7/2022,2:41:00,-6.268916964,106.7801123
3/7/2022,2:42:00,-6.268916964,106.7801123
3/7/2022,2:43:00,-6.268916964,106.7801123
3/7/2022,2:44:00,-6.268916964,106.7801123
3/7/2022,2:45:00,-6.268916964,106.7801123
3/7/2022,2:46:00,-6.268916964,106.7801123
3/7/2022,2:47:00,-6.268916964,106.7801123
3/7/2022,2:48:00,-6.268916964,106.7801123
3/7/2022,2:49:00,-6.268916964,106.7801123
3/7/2022,2:50:00,-6.268916964,106.7801123
3/7/2022,2:51:00,-6.268916964,106.7801123
3/7/2022,2:52:00,-6.268916964,106.7801123
3/7/2022,2:53:00,-6.268916964,106.7801123
3/7/2022,2:54:00,-6.268916964,106.7801123
3/7/2022,2:55:00,-6.268916964,106.7801123
3/7/2022,2:56:00,-6.268916964,106.7801123
3/7/2022,2:57:00,-6.268916964,106.7801123
3/7/2022,2:58:00,-6.268916964,106.7801123
3/7/2022,2:59:00,-6.268916964,106.7801123
3/7/2022,3:00:00,-6.268916964,106.7801123
3/7/2022,3:01:00,-6.268916964,106.7801123
3/7/2022,3:02:00,-6.268916964,106.7801123
3/7/2022,3:03:00,-6.268916964,106.7801123
3/7/2022,3:04:00,-6.268916964,106.7801123
3/7/2022,3:05:00,-6.268916964,106.7801123
3/7/2022,3:06:00,-6.268916964,106.7801123
3/7/2022,3:07:00,-6.268916964,106.7801123
3/7/2022,3:08:00,-6.268916964,106.7801123
3/7/2022,3:09:00,-6.268916964,106.7801123
3/7/2022,3:10:00,-6.268916964,106.7801123
3/7/2022,3:11:00,-6.268916964,106.7801123
3/7/2022,3:12:00,-6.268916964,106.7801123
3/7/2022,3:13:00,-6.268916964,106.7801123
3/7/2022,3:14:00,-6.268916964,106.7801123
3/7/2022,3:15:00,-6.268916964,106.7801123
3/7/2022,3:16:00,-6.268916964,106.7801123
3/7/2022,3:17:00,-6.268916964,106.7801123
3/7/2022,3:18:00,-6.268916964,106.7801123
3/7/2022,3:19:00,-6.268916964,106.7801123
3/7/2022,3:20:00,-6.268916964,106.7801123
3/7/2022,3:21:00,-6.268916964,106.7801123
3/7/2022,3:22:00,-6.268916964,106.7801123
3/7/2022,3:23:00,-6.268916964,106.7801123
3/7/2022,3:24:00,-6.268916964,106.7801123
3/7/2022,3:25:00,-6.268916964,106.7801123
3/7/2022,3:26:00,-6.268916964,106.7801123
3/7/2022,3:27:00,-6.268916964,106.7801123
3/7/2022,3:28:00,-6.268916964,106.7801123
3/7/2022,3:29:00,-6.268916964,106.7801123
3/7/2022,3:30:00,-6.268916964,106.7801123
3/7/2022,3:31:00,-6.268916964,106.7801123
3/7/2022,3:32:00,-6.268916964,106.7801123
3/7/2022,3:33:00,-6.268916964,106.7801123
3/7/2022,3:34:00,-6.268916964,106.7801123
3/7/2022,3:35:00,-6.268916964,106.7801123
3/7/2022,3:36:00,-6.268916964,106.7801123
3/7/2022,3:37:00,-6.268916964,106.7801123
3/7/2022,3:38:00,-6.268916964,106.7801123
3/7/2022,3:39:00,-6.268916964,106.7801123
3/7/2022,3:40:00,-6.268916964,106.7801123
3/7/2022,3:41:00,-6.268916964,106.7801123
3/7/2022,3:42:00,-6.268916964,106.7801123
3/7/2022,3:43:00,-6.268916964,106.7801123
3/7/2022,3:44:00,-6.268916964,106.7801123
3/7/2022,3:45:00,-6.268916964,106.7801123
3/7/2022,3:46:00,-6.268916964,106.7801123
3/7/2022,3:47:00,-6.268916964,106.7801123
3/7/2022,3:48:00,-6.268916964,106.7801123
3/7/2022,3:49:00,-6.268916964,106.7801123
3/7/2022,3:50:00,-6.268916964,106.7801123
3/7/2022,3:51:00,-6.268916964,106.7801123
3/7/2022,3:52:00,-6.268916964,106.7801123
3/7/2022,3:53:00,-6.268916964,106.7801123
3/7/2022,3:54:00,-6.268916964,106.7801123
3/7/2022,3:55:00,-6.268916964,106.7801123
3/7/2022,3:56:00,-6.268916964,106.7801123
3/7/2022,3:57:00,-6.268916964,106.7801123
3/7/2022,3:58:00,-6.268916964,106.7801123
3/7/2022,3:59:00,-6.268916964,106.7801123
3/7/2022,4:00:00,-6.268916964,106.7801123
3/7/2022,4:01:00,-6.268916964,106.7801123
3/7/2022,4:02:00,-6.268916964,106.7801123
3/7/2022,4:03:00,-6.268916964,106.7801123
3/7/2022,4:04:00,-6.268916964,106.7801123
3/7/2022,4:05:00,-6.268916964,106.7801123
3/7/2022,4:06:00,-6.268916964,106.7801123
3/7/2022,4:07:00,-6.268916964,106.7801123
3/7/2022,4:08:00,-6.268916964,106.7801123
3/7/2022,4:09:00,-6.268916964,106.7801123
3/7/2022,4:10:00,-6.268916964,106.7801123
3/7/2022,4:11:00,-6.268916964,106.7801123
3/7/2022,4:12:00,-6.268916964,106.7801123
3/7/2022,4:13:00,-6.268916964,106.7801123
3/7/2022,4:14:00,-6.268916964,106.7801123
3/7/2022,4:15:00,-6.268916964,106.7801123
3/7/2022,4:16:00,-6.268916964,106.7801123
3/7/2022,4:17:00,-6.268916964,106.7801123
3/7/2022,4:18:00,-6.268916964,106.7801123
3/7/2022,4:19:00,-6.268916964,106.7801123
3/7/2022,4:20:00,-6.268916964,106.7801123
3/7/2022,4:21:00,-6.268916964,106.7801123
3/7/2022,4:22:00,-6.268916964,106.7801123
3/7/2022,4:23:00,-6.268916964,106.7801123
3/7/2022,4:24:00,-6.268916964,106.7801123
3/7/2022,4:25:00,-6.268916964,106.7801123
3/7/2022,4:26:00,-6.268916964,106.7801123
3/7/2022,4:27:00,-6.268916964,106.7801123
3/7/2022,4:28:00,-6.268916964,106.7801123
3/7/2022,4:29:00,-6.268916964,106.7801123
3/7/2022,4:30:00,-6.268916964,106.7801123
3/7/2022,4:31:00,-6.268351522,106.7794423
3/7/2022,4:32:00,-6.267283015,106.7793838
3/7/2022,4:33:00,-6.266787786,106.7782576
3/7/2022,4:34:00,-6.266735475,106.7770013
3/7/2022,4:35:00,-6.266938081,106.7758508
3/7/2022,4:36:00,-6.266902516,106.7756735
3/7/2022,4:37:00,-6.266902516,106.7756735
3/7/2022,4:38:00,-6.266902516,106.7756735
3/7/2022,4:39:00,-6.266902516,106.7756735
3/7/2022,4:40:00,-6.266902516,106.7756735
3/7/2022,4:41:00,-6.266902516,106.7756735
3/7/2022,4:42:00,-6.266902516,106.7756735
3/7/2022,4:43:00,-6.266902516,106.7756735
3/7/2022,4:44:00,-6.266902516,106.7756735
3/7/2022,4:45:00,-6.266902516,106.7756735
3/7/2022,4:46:00,-6.266902516,106.7756735
3/7/2022,4:47:00,-6.266902516,106.7756735
3/7/2022,4:48:00,-6.266902516,106.7756735
3/7/2022,4:49:00,-6.266902516,106.7756735
3/7/2022,4:50:00,-6.266902516,106.7756735
3/7/2022,4:51:00,-6.266902516,106.7756735
3/7/2022,4:52:00,-6.266902516,106.7756735
3/7/2022,4:53:00,-6.266902516,106.7756735
3/7/2022,4:54:00,-6.266902516,106.7756735
3/7/2022,4:55:00,-6.266902516,106.7756735
3/7/2022,4:56:00,-6.266902516,106.7756735
3/7/2022,4:57:00,-6.266902516,106.7756735
3/7/2022,4:58:00,-6.266902516,106.7756735
3/7/2022,4:59:00,-6.266902516,106.7756735
3/7/2022,5:00:00,-6.266902516,106.7756735
3/7/2022,5:01:00,-6.266902516,106.7756735
3/7/2022,5:02:00,-6.266902516,106.7756735
3/7/2022,5:03:00,-6.266741291,106.7768205
3/7/2022,5:04:00,-6.266762088,106.7780785
3/7/2022,5:05:00,-6.26717848,106.7792366
3/7/2022,5:06:00,-6.268172525,106.7794601
3/7/2022,5:07:00,-6.268909851,106.7799315
3/7/2022,5:08:00,-6.268916964,106.7801123
3/7/2022,5:09:00,-6.268916964,106.7801123
3/7/2022,5:10:00,-6.268916964,106.7801123
3/7/2022,5:11:00,-6.268916964,106.7801123
3/7/2022,5:12:00,-6.268916964,106.7801123
3/7/2022,5:13:00,-6.268916964,106.7801123
3/7/2022,5:14:00,-6.268916964,106.7801123
3/7/2022,5:15:00,-6.268916964,106.7801123
3/7/2022,5:16:00,-6.268916964,106.7801123
3/7/2022,5:17:00,-6.268916964,106.7801123
3/7/2022,5:18:00,-6.268916964,106.7801123
3/7/2022,5:19:00,-6.268916964,106.7801123
3/7/2022,5:20:00,-6.268916964,106.7801123
3/7/2022,5:21:00,-6.268916964,106.7801123
3/7/2022,5:22:00,-6.268916964,106.7801123
3/7/2022,5:23:00,-6.268916964,106.7801123
3/7/2022,5:24:00,-6.268916964,106.7801123
3/7/2022,5:25:00,-6.268916964,106.7801123
3/7/2022,5:26:00,-6.268916964,106.7801123
3/7/2022,5:27:00,-6.268916964,106.7801123
3/7/2022,5:28:00,-6.268916964,106.7801123
3/7/2022,5:29:00,-6.268916964,106.7801123
3/7/2022,5:30:00,-6.268916964,106.7801123
3/7/2022,5:31:00,-6.268916964,106.7801123
3/7/2022,5:32:00,-6.268916964,106.7801123
3/7/2022,5:33:00,-6.268916964,106.7801123
3/7/2022,5:34:00,-6.268916964,106.7801123
3/7/2022,5:35:00,-6.268916964,106.7801123
3/7/2022,5:36:00,-6.268916964,106.7801123
3/7/2022,5:37:00,-6.268916964,106.7801123
3/7/2022,5:38:00,-6.268916964,106.7801123
3/7/2022,5:39:00,-6.268916964,106.7801123
3/7/2022,5:40:00,-6.268916964,106.7801123
3/7/2022,5:41:00,-6.268916964,106.7801123
3/7/2022,5:42:00,-6.268916964,106.7801123
3/7/2022,5:43:00,-6.268916964,106.7801123
3/7/2022,5:44:00,-6.268916964,106.7801123
3/7/2022,5:45:00,-6.268916964,106.7801123
3/7/2022,5:46:00,-6.268916964,106.7801123
3/7/2022,5:47:00,-6.268916964,106.7801123
3/7/2022,5:48:00,-6.268916964,106.7801123
3/7/2022,5:49:00,-6.268916964,106.7801123
3/7/2022,5:50:00,-6.268916964,106.7801123
3/7/2022,5:51:00,-6.268916964,106.7801123
3/7/2022,5:52:00,-6.268916964,106.7801123
3/7/2022,5:53:00,-6.268916964,106.7801123
3/7/2022,5:54:00,-6.268916964,106.7801123
3/7/2022,5:55:00,-6.268916964,106.7801123
3/7/2022,5:56:00,-6.268916964,106.7801123
3/7/2022,5:57:00,-6.268916964,106.7801123
3/7/2022,5:58:00,-6.268916964,106.7801123
3/7/2022,5:59:00,-6.268916964,106.7801123
3/7/2022,6:00:00,-6.268916964,106.7801123
3/7/2022,6:01:00,-6.268916964,106.7801123
3/7/2022,6:02:00,-6.268709514,106.7794068
3/7/2022,6:03:00,-6.267656441,106.7795941
3/7/2022,6:04:00,-6.266846112,106.7793362
3/7/2022,6:05:00,-6.266040365,106.7800525
3/7/2022,6:06:00,-6.265469702,106.7809682
3/7/2022,6:07:00,-6.264851564,106.7818292
3/7/2022,6:08:00,-6.264175636,106.7826556
3/7/2022,6:09:00,-6.263639952,106.783598
3/7/2022,6:10:00,-6.263104268,106.7845405
3/7/2022,6:11:00,-6.262895929,106.7855794
3/7/2022,6:12:00,-6.263074436,106.7866467
3/7/2022,6:13:00,-6.263337673,106.7876995
3/7/2022,6:14:00,-6.26360091,106.7887524
3/7/2022,6:15:00,-6.263771159,106.7898235
3/7/2022,6:16:00,-6.263849772,106.7909007
3/7/2022,6:17:00,-6.263965955,106.7919799
3/7/2022,6:18:00,-6.264123374,106.7930539
3/7/2022,6:19:00,-6.264280793,106.794128
3/7/2022,6:20:00,-6.263589742,106.7946381
3/7/2022,6:21:00,-6.263858124,106.7956896
3/7/2022,6:22:00,-6.263990477,106.7967588
3/7/2022,6:23:00,-6.263228874,106.796904
3/7/2022,6:24:00,-6.262197016,106.796586
3/7/2022,6:25:00,-6.261127697,106.7965512
3/7/2022,6:26:00,-6.260053381,106.7966543
3/7/2022,6:27:00,-6.258979251,106.7967592
3/7/2022,6:28:00,-6.257905492,106.7968679
3/7/2022,6:29:00,-6.256831733,106.7969767
3/7/2022,6:30:00,-6.255757973,106.7970854
3/7/2022,6:31:00,-6.254860543,106.7973569
3/7/2022,6:32:00,-6.254844756,106.7984425
3/7/2022,6:33:00,-6.254802312,106.7995271
3/7/2022,6:34:00,-6.254712581,106.8006084
3/7/2022,6:35:00,-6.254332356,106.801417
3/7/2022,6:36:00,-6.253265103,106.801256
3/7/2022,6:37:00,-6.252337406,106.8014053
3/7/2022,6:38:00,-6.251897391,106.8023955
3/7/2022,6:39:00,-6.251234348,106.8032521
3/7/2022,6:40:00,-6.250270225,106.8037362
3/7/2022,6:41:00,-6.249672565,106.8033612
3/7/2022,6:42:00,-6.249690438,106.8028187
3/7/2022,6:43:00,-6.249641892,106.8037221
3/7/2022,6:44:00,-6.248850379,106.8043537
3/7/2022,6:45:00,-6.24822833,106.8052406
3/7/2022,6:46:00,-6.247486143,106.8060236
3/7/2022,6:47:00,-6.246629854,106.8053628
3/7/2022,6:48:00,-6.245753906,106.8047289
3/7/2022,6:49:00,-6.244940764,106.8048066
3/7/2022,6:50:00,-6.24416962,106.8055653
3/7/2022,6:51:00,-6.243348133,106.8062623
3/7/2022,6:52:00,-6.242398623,106.8067782
3/7/2022,6:53:00,-6.241434476,106.8072581
3/7/2022,6:54:00,-6.240370501,106.8073151
3/7/2022,6:55:00,-6.239293156,106.8072518
3/7/2022,6:56:00,-6.238219282,106.8072404
3/7/2022,6:57:00,-6.237165566,106.8074743
3/7/2022,6:58:00,-6.236097562,106.8075714
3/7/2022,6:59:00,-6.235018437,106.8075829
3/7/2022,7:00:00,-6.233939323,106.8075742
3/7/2022,7:01:00,-6.232860211,106.8075615
3/7/2022,7:02:00,-6.231781099,106.8075488
3/7/2022,7:03:00,-6.230744967,106.8076556
3/7/2022,7:04:00,-6.230992826,106.8086321
3/7/2022,7:05:00,-6.231206076,106.8096365
3/7/2022,7:06:00,-6.230135164,106.8096411
3/7/2022,7:07:00,-6.229162689,106.8092
3/7/2022,7:08:00,-6.228124769,106.8089802
3/7/2022,7:09:00,-6.227150107,106.8087476
3/7/2022,7:10:00,-6.22703068,106.8076687
3/7/2022,7:11:00,-6.226734287,106.8066351
3/7/2022,7:12:00,-6.226085374,106.8072451
3/7/2022,7:13:00,-6.22620384,106.8080516
3/7/2022,7:14:00,-6.227009636,106.8083822
3/7/2022,7:15:00,-6.226568848,106.8089463
3/7/2022,7:16:00,-6.226568848,106.8089463
3/7/2022,7:17:00,-6.226568848,106.8089463
3/7/2022,7:18:00,-6.226568848,106.8089463
3/7/2022,7:19:00,-6.226568848,106.8089463
3/7/2022,7:20:00,-6.226568848,106.8089463
3/7/2022,7:21:00,-6.226568848,106.8089463
3/7/2022,7:22:00,-6.226568848,106.8089463
3/7/2022,7:23:00,-6.226568848,106.8089463
3/7/2022,7:24:00,-6.226568848,106.8089463
3/7/2022,7:25:00,-6.226568848,106.8089463
3/7/2022,7:26:00,-6.226568848,106.8089463
3/7/2022,7:27:00,-6.226568848,106.8089463
3/7/2022,7:28:00,-6.226568848,106.8089463
3/7/2022,7:29:00,-6.226568848,106.8089463
3/7/2022,7:30:00,-6.226568848,106.8089463
3/7/2022,7:31:00,-6.226568848,106.8089463
3/7/2022,7:32:00,-6.226568848,106.8089463
3/7/2022,7:33:00,-6.226568848,106.8089463
3/7/2022,7:34:00,-6.226568848,106.8089463
3/7/2022,7:35:00,-6.226568848,106.8089463
3/7/2022,7:36:00,-6.226568848,106.8089463
3/7/2022,7:37:00,-6.226568848,106.8089463
3/7/2022,7:38:00,-6.226568848,106.8089463
3/7/2022,7:39:00,-6.226568848,106.8089463
3/7/2022,7:40:00,-6.226568848,106.8089463
3/7/2022,7:41:00,-6.226568848,106.8089463
3/7/2022,7:42:00,-6.226568848,106.8089463
3/7/2022,7:43:00,-6.226568848,106.8089463
3/7/2022,7:44:00,-6.226568848,106.8089463
3/7/2022,7:45:00,-6.226568848,106.8089463
3/7/2022,7:46:00,-6.226568848,106.8089463
3/7/2022,7:47:00,-6.226568848,106.8089463
3/7/2022,7:48:00,-6.226568848,106.8089463
3/7/2022,7:49:00,-6.226568848,106.8089463
3/7/2022,7:50:00,-6.226568848,106.8089463
3/7/2022,7:51:00,-6.226568848,106.8089463
3/7/2022,7:52:00,-6.226568848,106.8089463
3/7/2022,7:53:00,-6.226568848,106.8089463
3/7/2022,7:54:00,-6.226568848,106.8089463
3/7/2022,7:55:00,-6.226568848,106.8089463
3/7/2022,7:56:00,-6.226568848,106.8089463
3/7/2022,7:57:00,-6.226568848,106.8089463
3/7/2022,7:58:00,-6.226568848,106.8089463
3/7/2022,7:59:00,-6.226568848,106.8089463
3/7/2022,8:00:00,-6.226568848,106.8089463
3/7/2022,8:01:00,-6.226568848,106.8089463
3/7/2022,8:02:00,-6.226568848,106.8089463
3/7/2022,8:03:00,-6.226568848,106.8089463
3/7/2022,8:04:00,-6.226568848,106.8089463
3/7/2022,8:05:00,-6.226568848,106.8089463
3/7/2022,8:06:00,-6.226568848,106.8089463
3/7/2022,8:07:00,-6.226568848,106.8089463
3/7/2022,8:08:00,-6.226568848,106.8089463
3/7/2022,8:09:00,-6.226568848,106.8089463
3/7/2022,8:10:00,-6.226568848,106.8089463
3/7/2022,8:11:00,-6.226568848,106.8089463
3/7/2022,8:12:00,-6.226568848,106.8089463
3/7/2022,8:13:00,-6.226568848,106.8089463
3/7/2022,8:14:00,-6.226568848,106.8089463
3/7/2022,8:15:00,-6.226568848,106.8089463
3/7/2022,8:16:00,-6.226568848,106.8089463
3/7/2022,8:17:00,-6.226568848,106.8089463
3/7/2022,8:18:00,-6.226568848,106.8089463
3/7/2022,8:19:00,-6.226568848,106.8089463
3/7/2022,8:20:00,-6.226568848,106.8089463
3/7/2022,8:21:00,-6.226568848,106.8089463
3/7/2022,8:22:00,-6.226568848,106.8089463
3/7/2022,8:23:00,-6.226568848,106.8089463
3/7/2022,8:24:00,-6.226568848,106.8089463
3/7/2022,8:25:00,-6.226568848,106.8089463
3/7/2022,8:26:00,-6.226568848,106.8089463
3/7/2022,8:27:00,-6.226568848,106.8089463
3/7/2022,8:28:00,-6.226568848,106.8089463
3/7/2022,8:29:00,-6.226568848,106.8089463
3/7/2022,8:30:00,-6.226568848,106.8089463
3/7/2022,8:31:00,-6.226568848,106.8089463
3/7/2022,8:32:00,-6.226568848,106.8089463
3/7/2022,8:33:00,-6.226568848,106.8089463
3/7/2022,8:34:00,-6.226568848,106.8089463
3/7/2022,8:35:00,-6.226568848,106.8089463
3/7/2022,8:36:00,-6.226568848,106.8089463
3/7/2022,8:37:00,-6.226568848,106.8089463
3/7/2022,8:38:00,-6.226568848,106.8089463
3/7/2022,8:39:00,-6.226568848,106.8089463
3/7/2022,8:40:00,-6.226568848,106.8089463
3/7/2022,8:41:00,-6.226568848,106.8089463
3/7/2022,8:42:00,-6.226568848,106.8089463
3/7/2022,8:43:00,-6.226568848,106.8089463
3/7/2022,8:44:00,-6.226568848,106.8089463
3/7/2022,8:45:00,-6.226568848,106.8089463
3/7/2022,8:46:00,-6.226568848,106.8089463
3/7/2022,8:47:00,-6.226568848,106.8089463
3/7/2022,8:48:00,-6.226568848,106.8089463
3/7/2022,8:49:00,-6.226568848,106.8089463
3/7/2022,8:50:00,-6.226568848,106.8089463
3/7/2022,8:51:00,-6.226568848,106.8089463
3/7/2022,8:52:00,-6.226568848,106.8089463
3/7/2022,8:53:00,-6.226568848,106.8089463
3/7/2022,8:54:00,-6.226568848,106.8089463
3/7/2022,8:55:00,-6.226568848,106.8089463
3/7/2022,8:56:00,-6.226568848,106.8089463
