date,time,lat,long
3/14/2022,3:20:00,-6.268916964,106.7801123
3/14/2022,3:22:00,-6.268916964,106.7801123
3/14/2022,3:24:00,-6.268916964,106.7801123
3/14/2022,3:26:00,-6.268916964,106.7801123
3/14/2022,3:28:00,-6.268916964,106.7801123
3/14/2022,3:30:00,-6.268916964,106.7801123
3/14/2022,3:32:00,-6.268916964,106.7801123
3/14/2022,3:34:00,-6.268916964,106.7801123
3/14/2022,3:36:00,-6.268916964,106.7801123
3/14/2022,3:38:00,-6.268916964,106.7801123
3/14/2022,3:40:00,-6.268916964,106.7801123
3/14/2022,3:42:00,-6.268916964,106.7801123
3/14/2022,3:44:00,-6.268916964,106.7801123
3/14/2022,3:46:00,-6.268916964,106.7801123
3/14/2022,3:48:00,-6.268916964,106.7801123
3/14/2022,3:50:00,-6.268916964,106.7801123
3/14/2022,3:52:00,-6.268916964,106.7801123
3/14/2022,3:54:00,-6.268916964,106.7801123
3/14/2022,3:56:00,-6.268916964,106.7801123
3/14/2022,3:58:00,-6.268916964,106.7801123
3/14/2022,4:00:00,-6.268916964,106.7801123
3/14/2022,4:02:00,-6.268916964,106.7801123
3/14/2022,4:04:00,-6.268916964,106.7801123
3/14/2022,4:06:00,-6.268916964,106.7801123
3/14/2022,4:08:00,-6.268916964,106.7801123
3/14/2022,4:10:00,-6.268916964,106.7801123
3/14/2022,4:12:00,-6.268916964,106.7801123
3/14/2022,4:14:00,-6.268916964,106.7801123
3/14/2022,4:16:00,-6.268916964,106.7801123
3/14/2022,4:18:00,-6.268916964,106.7801123
3/14/2022,4:20:00,-6.268916964,106.7801123
3/14/2022,4:22:00,-6.268916964,106.7801123
3/14/2022,4:24:00,-6.267283015,106.7793838
3/14/2022,4:26:00,-6.266735475,106.7770013
3/14/2022,4:28:00,-6.266902516,106.7756735
3/14/2022,4:30:00,-6.266902516,106.7756735
3/14/2022,4:32:00,-6.266902516,106.7756735
3/14/2022,4:34:00,-6.266902516,106.7756735
3/14/2022,4:36:00,-6.266902516,106.7756735
3/14/2022,4:38:00,-6.266902516,106.7756735
3/14/2022,4:40:00,-6.266902516,106.7756735
3/14/2022,4:42:00,-6.266902516,106.7756735
3/14/2022,4:44:00,-6.266902516,106.7756735
3/14/2022,4:46:00,-6.266902516,106.7756735
3/14/2022,4:48:00,-6.266902516,106.7756735
3/14/2022,4:50:00,-6.266741291,106.7768205
3/14/2022,4:52:00,-6.26717848,106.7792366
3/14/2022,4:54:00,-6.268909851,106.7799315
3/14/2022,4:56:00,-6.268916964,106.7801123
3/14/2022,4:58:00,-6.268916964,106.7801123
3/14/2022,5:00:00,-6.268916964,106.7801123
3/14/2022,5:02:00,-6.268916964,106.7801123
3/14/2022,5:04:00,-6.268916964,106.7801123
3/14/2022,5:06:00,-6.268916964,106.7801123
3/14/2022,5:08:00,-6.268916964,106.7801123
3/14/2022,5:10:00,-6.268916964,106.7801123
3/14/2022,5:12:00,-6.268916964,106.7801123
3/14/2022,5:14:00,-6.268916964,106.7801123
3/14/2022,5:16:00,-6.268916964,106.7801123
3/14/2022,5:18:00,-6.268916964,106.7801123
3/14/2022,5:20:00,-6.268916964,106.7801123
3/14/2022,5:22:00,-6.268916964,106.7801123
3/14/2022,5:24:00,-6.268916964,106.7801123
3/14/2022,5:26:00,-6.268916964,106.7801123
3/14/2022,5:28:00,-6.268916964,106.7801123
3/14/2022,5:30:00,-6.268916964,106.7801123
3/14/2022,5:32:00,-6.268916964,106.7801123
3/14/2022,5:34:00,-6.268916964,106.7801123
3/14/2022,5:36:00,-6.268916964,106.7801123
3/14/2022,5:38:00,-6.268916964,106.7801123
3/14/2022,5:40:00,-6.268916964,106.7801123
3/14/2022,5:42:00,-6.268916964,106.7801123
3/14/2022,5:44:00,-6.268916964,106.7801123
3/14/2022,5:46:00,-6.268916964,106.7801123
3/14/2022,5:48:00,-6.268916964,106.7801123
3/14/2022,5:50:00,-6.268916964,106.7801123
3/14/2022,5:52:00,-6.268916964,106.7801123
3/14/2022,5:54:00,-6.267992354,106.7794646
3/14/2022,5:56:00,-6.266567647,106.7795653
3/14/2022,5:58:00,-6.265469702,106.7809682
3/14/2022,6:00:00,-6.264354197,106.7823414
3/14/2022,6:02:00,-6.26346139,106.7839122
3/14/2022,6:04:00,-6.262895929,106.7855794
3/14/2022,6:06:00,-6.263249928,106.7873486
3/14/2022,6:08:00,-6.263668552,106.7891072
3/14/2022,6:10:00,-6.263849772,106.7909007
3/14/2022,6:12:00,-6.264070901,106.7926959
3/14/2022,6:14:00,-6.264131105,106.7943446
3/14/2022,6:16:00,-6.263858124,106.7956896
3/14/2022,6:18:00,-6.263573347,106.7970083
3/14/2022,6:20:00,-6.26184538,106.7965274
3/14/2022,6:22:00,-6.260053381,106.7966543
3/14/2022,6:24:00,-6.258263412,106.7968317
3/14/2022,6:26:00,-6.256473813,106.7970129
3/14/2022,6:28:00,-6.254860543,106.7973569
3/14/2022,6:30:00,-6.254820903,106.7991657
3/14/2022,6:32:00,-6.254680329,106.8009688
3/14/2022,6:34:00,-6.253265103,106.801256
3/14/2022,6:36:00,-6.252050406,106.802068
3/14/2022,6:38:00,-6.250918952,106.8034261
3/14/2022,6:40:00,-6.249672565,106.8033612
3/14/2022,6:42:00,-6.249690438,106.8028187
3/14/2022,6:44:00,-6.249498028,106.8040385
3/14/2022,6:46:00,-6.248444471,106.8049513
3/14/2022,6:48:00,-6.247486143,106.8060236
3/14/2022,6:50:00,-6.246340493,106.805148
3/14/2022,6:52:00,-6.245189566,106.8045453
3/14/2022,6:54:00,-6.24416962,106.8055653
3/14/2022,6:56:00,-6.243189882,106.8063483
3/14/2022,6:58:00,-6.241923868,106.8070362
3/14/2022,7:00:00,-6.240550051,106.8073258
3/14/2022,7:02:00,-6.239113558,106.8072419
3/14/2022,7:04:00,-6.237691628,106.8073539
3/14/2022,7:06:00,-6.236457271,106.8075675
3/14/2022,7:08:00,-6.235018437,106.8075829
3/14/2022,7:10:00,-6.233759471,106.8075721
3/14/2022,7:12:00,-6.232320655,106.8075552
3/14/2022,7:14:00,-6.230881838,106.8075383
3/14/2022,7:16:00,-6.231063837,106.8087983
3/14/2022,7:18:00,-6.230672898,106.8096862
3/14/2022,7:20:00,-6.229481219,106.8093681
3/14/2022,7:22:00,-6.228124769,106.8089802
3/14/2022,7:24:00,-6.227130202,106.8085678
3/14/2022,7:26:00,-6.226931163,106.8071352
3/14/2022,7:28:00,-6.226150716,106.8070766
3/14/2022,7:30:00,-6.226383632,106.8080465
3/14/2022,7:32:00,-6.227107579,106.8089156
3/14/2022,7:34:00,-6.226568848,106.8089463
3/14/2022,7:36:00,-6.226568848,106.8089463
3/14/2022,7:38:00,-6.226568848,106.8089463
3/14/2022,7:40:00,-6.226568848,106.8089463
3/14/2022,7:42:00,-6.226568848,106.8089463
3/14/2022,7:44:00,-6.226568848,106.8089463
3/14/2022,7:46:00,-6.226568848,106.8089463
3/14/2022,7:48:00,-6.226568848,106.8089463
3/14/2022,7:50:00,-6.226568848,106.8089463
3/14/2022,7:52:00,-6.226568848,106.8089463
3/14/2022,7:54:00,-6.226568848,106.8089463
3/14/2022,7:56:00,-6.226568848,106.8089463
3/14/2022,7:58:00,-6.226568848,106.8089463
3/14/2022,8:00:00,-6.226568848,106.8089463
3/14/2022,8:02:00,-6.226568848,106.8089463
3/14/2022,8:04:00,-6.226568848,106.8089463
3/14/2022,8:06:00,-6.226568848,106.8089463
3/14/2022,8:08:00,-6.226568848,106.8089463
3/14/2022,8:10:00,-6.226568848,106.8089463
3/14/2022,8:12:00,-6.226568848,106.8089463
3/14/2022,8:14:00,-6.226568848,106.8089463
3/14/2022,8:16:00,-6.226568848,106.8089463
3/14/2022,8:18:00,-6.226568848,106.8089463
3/14/2022,8:20:00,-6.226568848,106.8089463
3/14/2022,8:22:00,-6.226568848,106.8089463
3/14/2022,8:24:00,-6.226568848,106.8089463
3/14/2022,8:26:00,-6.226568848,106.8089463
3/14/2022,8:28:00,-6.226568848,106.8089463
3/14/2022,8:30:00,-6.226568848,106.8089463
3/14/2022,8:32:00,-6.226568848,106.8089463
3/14/2022,8:34:00,-6.226568848,106.8089463
3/14/2022,8:36:00,-6.226568848,106.8089463
3/14/2022,8:38:00,-6.226568848,106.8089463
3/14/2022,8:40:00,-6.226568848,106.8089463
3/14/2022,8:42:00,-6.226568848,106.8089463
3/14/2022,8:44:00,-6.226568848,106.8089463
3/14/2022,8:46:00,-6.226568848,106.8089463
3/14/2022,8:48:00,-6.226568848,106.8089463
3/14/2022,8:50:00,-6.226568848,106.8089463
3/14/2022,8:52:00,-6.226568848,106.8089463
3/14/2022,8:54:00,-6.226568848,106.8089463
3/14/2022,8:56:00,-6.226568848,106.8089463
3/14/2022,8:58:00,-6.226568848,106.8089463
3/14/2022,9:00:00,-6.226568848,106.8089463
3/14/2022,9:02:00,-6.226568848,106.8089463
3/14/2022,9:04:00,-6.226568848,106.8089463
3/14/2022,9:06:00,-6.226568848,106.8089463
3/14/2022,9:08:00,-6.226568848,106.8089463
3/14/2022,9:10:00,-6.226568848,106.8089463
3/14/2022,9:12:00,-6.226568848,106.8089463
3/14/2022,9:14:00,-6.226568848,106.8089463
3/14/2022,9:16:00,-6.226568848,106.8089463
3/14/2022,9:18:00,-6.226568848,106.8089463
3/14/2022,9:20:00,-6.226568848,106.8089463
3/14/2022,9:22:00,-6.226568848,106.8089463
3/14/2022,9:24:00,-6.226568848,106.8089463
3/14/2022,9:26:00,-6.226568848,106.8089463
3/14/2022,9:28:00,-6.226568848,106.8089463
3/14/2022,9:30:00,-6.226568848,106.8089463
3/14/2022,9:32:00,-6.226568848,106.8089463
3/14/2022,9:34:00,-6.226568848,106.8089463
3/14/2022,9:36:00,-6.226568848,106.8089463
3/14/2022,9:38:00,-6.226568848,106.8089463
3/14/2022,9:40:00,-6.226568848,106.8089463
3/14/2022,9:42:00,-6.226568848,106.8089463
3/14/2022,9:44:00,-6.226568848,106.8089463
3/14/2022,9:46:00,-6.226568848,106.8089463
3/14/2022,9:48:00,-6.226568848,106.8089463
3/14/2022,9:50:00,-6.226568848,106.8089463
3/14/2022,9:52:00,-6.226568848,106.8089463
3/14/2022,9:54:00,-6.226568848,106.8089463
3/14/2022,9:56:00,-6.226568848,106.8089463
3/14/2022,9:58:00,-6.226568848,106.8089463
3/14/2022,10:00:00,-6.226568848,106.8089463
3/14/2022,10:02:00,-6.226568848,106.8089463
3/14/2022,10:04:00,-6.226568848,106.8089463
3/14/2022,10:06:00,-6.226568848,106.8089463
3/14/2022,10:08:00,-6.226568848,106.8089463
3/14/2022,10:10:00,-6.226568848,106.8089463
3/14/2022,10:12:00,-6.226568848,106.8089463
3/14/2022,10:14:00,-6.226568848,106.8089463
3/14/2022,10:16:00,-6.226568848,106.8089463
3/14/2022,10:18:00,-6.226568848,106.8089463
3/14/2022,10:20:00,-6.226568848,106.8089463
3/14/2022,10:22:00,-6.226568848,106.8089463
3/14/2022,10:24:00,-6.226568848,106.8089463
3/14/2022,10:26:00,-6.226568848,106.8089463
3/14/2022,10:28:00,-6.226568848,106.8089463
3/14/2022,10:30:00,-6.226568848,106.8089463
3/14/2022,10:32:00,-6.226568848,106.8089463
3/14/2022,10:34:00,-6.226568848,106.8089463
3/14/2022,10:36:00,-6.226568848,106.8089463
3/14/2022,10:38:00,-6.226568848,106.8089463
3/14/2022,10:40:00,-6.226568848,106.8089463
3/14/2022,10:42:00,-6.226568848,106.8089463
3/14/2022,10:44:00,-6.226568848,106.8089463
3/14/2022,10:46:00,-6.226568848,106.8089463
3/14/2022,10:48:00,-6.226568848,106.8089463
3/14/2022,10:50:00,-6.226568848,106.8089463
3/14/2022,10:52:00,-6.226568848,106.8089463
3/14/2022,10:54:00,-6.226568848,106.8089463
3/14/2022,10:56:00,-6.226568848,106.8089463
3/14/2022,10:58:00,-6.226568848,106.8089463
3/14/2022,11:00:00,-6.226568848,106.8089463
3/14/2022,11:02:00,-6.226568848,106.8089463
3/14/2022,11:04:00,-6.226568848,106.8089463
3/14/2022,11:06:00,-6.226568848,106.8089463
3/14/2022,11:08:00,-6.226568848,106.8089463
3/14/2022,11:10:00,-6.226568848,106.8089463
3/14/2022,11:12:00,-6.226568848,106.8089463
3/14/2022,11:14:00,-6.226568848,106.8089463
3/14/2022,11:16:00,-6.226568848,106.8089463
3/14/2022,11:18:00,-6.226568848,106.8089463
3/14/2022,11:20:00,-6.226568848,106.8089463
3/14/2022,11:22:00,-6.226568848,106.8089463
3/14/2022,11:24:00,-6.226568848,106.8089463
3/14/2022,11:26:00,-6.226568848,106.8089463
3/14/2022,11:28:00,-6.226568848,106.8089463
3/14/2022,11:30:00,-6.226568848,106.8089463
3/14/2022,11:32:00,-6.226568848,106.8089463
3/14/2022,11:34:00,-6.226568848,106.8089463
3/14/2022,11:36:00,-6.226568848,106.8089463
3/14/2022,11:38:00,-6.226568848,106.8089463
3/14/2022,11:40:00,-6.226568848,106.8089463
3/14/2022,11:42:00,-6.226568848,106.8089463
3/14/2022,11:44:00,-6.226568848,106.8089463
3/14/2022,11:46:00,-6.226568848,106.8089463
3/14/2022,11:48:00,-6.226568848,106.8089463
3/14/2022,11:50:00,-6.226568848,106.8089463
3/14/2022,11:52:00,-6.226568848,106.8089463
3/14/2022,11:54:00,-6.226568848,106.8089463
3/14/2022,11:56:00,-6.226568848,106.8089463
3/14/2022,11:58:00,-6.226568848,106.8089463
3/14/2022,12:00:00,-6.226568848,106.8089463
3/14/2022,12:02:00,-6.226568848,106.8089463
3/14/2022,12:04:00,-6.226568848,106.8089463
3/14/2022,12:06:00,-6.226568848,106.8089463
3/14/2022,12:08:00,-6.226568848,106.8089463
3/14/2022,12:10:00,-6.226568848,106.8089463
3/14/2022,12:12:00,-6.226379784,106.8089928
3/14/2022,12:14:00,-6.225899373,106.8086569
3/14/2022,12:16:00,-6.226061895,106.8080983
3/14/2022,12:18:00,-6.226778491,106.8080338
3/14/2022,12:20:00,-6.226975629,106.8074998
3/14/2022,12:22:00,-6.226849719,106.8067873
3/14/2022,12:24:00,-6.226271749,106.8067569
3/14/2022,12:26:00,-6.226368192,106.8069861
3/14/2022,12:28:00,-6.226368192,106.8069861
3/14/2022,12:30:00,-6.226368192,106.8069861
3/14/2022,12:32:00,-6.226368192,106.8069861
3/14/2022,12:34:00,-6.226368192,106.8069861
3/14/2022,12:36:00,-6.226368192,106.8069861
3/14/2022,12:38:00,-6.226368192,106.8069861
3/14/2022,12:40:00,-6.226368192,106.8069861
3/14/2022,12:42:00,-6.226368192,106.8069861
3/14/2022,12:44:00,-6.226368192,106.8069861
3/14/2022,12:46:00,-6.226368192,106.8069861
3/14/2022,12:48:00,-6.226368192,106.8069861
3/14/2022,12:50:00,-6.226368192,106.8069861
3/14/2022,12:52:00,-6.226368192,106.8069861
3/14/2022,12:54:00,-6.226368192,106.8069861
3/14/2022,12:56:00,-6.226368192,106.8069861
3/14/2022,12:58:00,-6.226368192,106.8069861
3/14/2022,13:00:00,-6.226368192,106.8069861
3/14/2022,13:02:00,-6.226368192,106.8069861
3/14/2022,13:04:00,-6.226368192,106.8069861
3/14/2022,13:06:00,-6.226136676,106.8070575
3/14/2022,13:08:00,-6.225922866,106.8077435
3/14/2022,13:10:00,-6.226244757,106.8080799
3/14/2022,13:12:00,-6.226962698,106.808033
3/14/2022,13:14:00,-6.227109776,106.80872
3/14/2022,13:16:00,-6.226586703,106.8089578
3/14/2022,13:18:00,-6.226568848,106.8089463
3/14/2022,13:20:00,-6.226568848,106.8089463
3/14/2022,13:22:00,-6.226568848,106.8089463
3/14/2022,13:24:00,-6.226568848,106.8089463
3/14/2022,13:26:00,-6.226568848,106.8089463
3/14/2022,13:28:00,-6.226568848,106.8089463
3/14/2022,13:30:00,-6.226568848,106.8089463
3/14/2022,13:32:00,-6.226568848,106.8089463
3/14/2022,13:34:00,-6.226568848,106.8089463
3/14/2022,13:36:00,-6.226568848,106.8089463
3/14/2022,13:38:00,-6.226568848,106.8089463
3/14/2022,13:40:00,-6.226568848,106.8089463
3/14/2022,13:42:00,-6.226568848,106.8089463
3/14/2022,13:44:00,-6.226568848,106.8089463
3/14/2022,13:46:00,-6.226568848,106.8089463
3/14/2022,13:48:00,-6.226568848,106.8089463
3/14/2022,13:50:00,-6.226568848,106.8089463
3/14/2022,13:52:00,-6.226568848,106.8089463
3/14/2022,13:54:00,-6.226568848,106.8089463
3/14/2022,13:56:00,-6.226568848,106.8089463
3/14/2022,13:58:00,-6.226568848,106.8089463
3/14/2022,14:00:00,-6.226568848,106.8089463
3/14/2022,14:02:00,-6.226568848,106.8089463
3/14/2022,14:04:00,-6.226568848,106.8089463
3/14/2022,14:06:00,-6.226568848,106.8089463
3/14/2022,14:08:00,-6.226568848,106.8089463
3/14/2022,14:10:00,-6.226568848,106.8089463
3/14/2022,14:12:00,-6.226568848,106.8089463
3/14/2022,14:14:00,-6.226568848,106.8089463
3/14/2022,14:16:00,-6.226568848,106.8089463
3/14/2022,14:18:00,-6.226568848,106.8089463
3/14/2022,14:20:00,-6.226568848,106.8089463
3/14/2022,14:22:00,-6.226568848,106.8089463
3/14/2022,14:24:00,-6.226568848,106.8089463
3/14/2022,14:26:00,-6.226568848,106.8089463
3/14/2022,14:28:00,-6.226568848,106.8089463
3/14/2022,14:30:00,-6.226568848,106.8089463
3/14/2022,14:32:00,-6.226568848,106.8089463
3/14/2022,14:34:00,-6.226568848,106.8089463
3/14/2022,14:36:00,-6.226568848,106.8089463
3/14/2022,14:38:00,-6.226568848,106.8089463
3/14/2022,14:40:00,-6.226568848,106.8089463
3/14/2022,14:42:00,-6.226568848,106.8089463
3/14/2022,14:44:00,-6.226568848,106.8089463
3/14/2022,14:46:00,-6.226568848,106.8089463
3/14/2022,14:48:00,-6.226568848,106.8089463
3/14/2022,14:50:00,-6.226568848,106.8089463
3/14/2022,14:52:00,-6.226568848,106.8089463
3/14/2022,14:54:00,-6.226568848,106.8089463
3/14/2022,14:56:00,-6.226568848,106.8089463
3/14/2022,14:58:00,-6.226568848,106.8089463
3/14/2022,15:00:00,-6.226568848,106.8089463
3/14/2022,15:02:00,-6.226568848,106.8089463
3/14/2022,15:04:00,-6.226568848,106.8089463
3/14/2022,15:06:00,-6.226568848,106.8089463
3/14/2022,15:08:00,-6.226568848,106.8089463
3/14/2022,15:10:00,-6.226568848,106.8089463
3/14/2022,15:12:00,-6.226568848,106.8089463
3/14/2022,15:14:00,-6.226568848,106.8089463
3/14/2022,15:16:00,-6.226568848,106.8089463
3/14/2022,15:18:00,-6.226568848,106.8089463
3/14/2022,15:20:00,-6.226568848,106.8089463
3/14/2022,15:22:00,-6.226568848,106.8089463
3/14/2022,15:24:00,-6.226568848,106.8089463
3/14/2022,15:26:00,-6.226568848,106.8089463
3/14/2022,15:28:00,-6.226568848,106.8089463
3/14/2022,15:30:00,-6.226568848,106.8089463
3/14/2022,15:32:00,-6.226568848,106.8089463
3/14/2022,15:34:00,-6.226568848,106.8089463
3/14/2022,15:36:00,-6.226568848,106.8089463
3/14/2022,15:38:00,-6.226568848,106.8089463
3/14/2022,15:40:00,-6.226568848,106.8089463
3/14/2022,15:42:00,-6.226568848,106.8089463
3/14/2022,15:44:00,-6.226568848,106.8089463
3/14/2022,15:46:00,-6.226568848,106.8089463
3/14/2022,15:48:00,-6.226568848,106.8089463
3/14/2022,15:50:00,-6.226568848,106.8089463
3/14/2022,15:52:00,-6.226568848,106.8089463
3/14/2022,15:54:00,-6.226568848,106.8089463
3/14/2022,15:56:00,-6.226568848,106.8089463
3/14/2022,15:58:00,-6.226568848,106.8089463
3/14/2022,16:00:00,-6.226568848,106.8089463
3/14/2022,16:02:00,-6.226568848,106.8089463
3/14/2022,16:04:00,-6.226568848,106.8089463
3/14/2022,16:06:00,-6.226568848,106.8089463
3/14/2022,16:08:00,-6.226568848,106.8089463
3/14/2022,16:10:00,-6.226568848,106.8089463
3/14/2022,16:12:00,-6.226568848,106.8089463
3/14/2022,16:14:00,-6.226568848,106.8089463
3/14/2022,16:16:00,-6.226568848,106.8089463
3/14/2022,16:18:00,-6.226568848,106.8089463
3/14/2022,16:20:00,-6.226568848,106.8089463
3/14/2022,16:22:00,-6.249642917,106.8020898
3/14/2022,16:24:00,-6.249633691,106.8010042
3/14/2022,16:26:00,-6.249624464,106.7999186
3/14/2022,16:28:00,-6.249615238,106.798833
3/14/2022,16:30:00,-6.249606012,106.7977474
3/14/2022,16:32:00,-6.249596786,106.7966618
3/14/2022,16:34:00,-6.249743418,106.7956255
3/14/2022,16:36:00,-6.250111762,106.7946724
3/14/2022,16:38:00,-6.249846793,106.7936301
3/14/2022,16:40:00,-6.24948439,106.7926124
3/14/2022,16:42:00,-6.249738578,106.7918242
3/14/2022,16:44:00,-6.250796585,106.7916101
3/14/2022,16:46:00,-6.251854591,106.7913961
3/14/2022,16:48:00,-6.252912598,106.7911821
3/14/2022,16:50:00,-6.253962115,106.7909387
3/14/2022,16:52:00,-6.254969179,106.7905485
3/14/2022,16:54:00,-6.255976243,106.7901582
3/14/2022,16:56:00,-6.256999503,106.7898133
3/14/2022,16:58:00,-6.258045502,106.7895488
3/14/2022,17:00:00,-6.259096048,106.7893003
3/14/2022,17:02:00,-6.260146594,106.7890519
3/14/2022,17:04:00,-6.261197141,106.7888034
3/14/2022,17:06:00,-6.262247687,106.7885549
3/14/2022,17:08:00,-6.263298233,106.7883065
3/14/2022,17:10:00,-6.263302129,106.7873769
3/14/2022,17:12:00,-6.263096694,106.7863111
3/14/2022,17:14:00,-6.26299451,106.7852558
3/14/2022,17:16:00,-6.263408576,106.7842532
3/14/2022,17:18:00,-6.263861314,106.7832696
3/14/2022,17:20:00,-6.264391398,106.782324
3/14/2022,17:22:00,-6.265144512,106.7815771
3/14/2022,17:24:00,-6.265669023,106.7806283
3/14/2022,17:26:00,-6.266312681,106.7797568
3/14/2022,17:28:00,-6.267125706,106.7793489
3/14/2022,17:30:00,-6.26803678,106.7794337
3/14/2022,17:32:00,-6.268917097,106.7795517
3/14/2022,17:34:00,-6.249641892,106.8037221
3/14/2022,17:36:00,-6.248850379,106.8043537
3/14/2022,17:38:00,-6.24822833,106.8052406
3/14/2022,17:40:00,-6.247486143,106.8060236
3/14/2022,17:42:00,-6.246629854,106.8053628
3/14/2022,17:44:00,-6.245753906,106.8047289
3/14/2022,17:46:00,-6.244940764,106.8048066
3/14/2022,17:48:00,-6.24416962,106.8055653
3/14/2022,17:50:00,-6.243348133,106.8062623
3/14/2022,17:52:00,-6.242398623,106.8067782
3/14/2022,17:54:00,-6.241434476,106.8072581
